model_year,KM,HP,Litros,Cilindros,price_eur
2016,115873,429.0,5.0,8.0,19474
2012,86905,330.0,3.4,6.0,68250
2017,140504,,,,8190
2015,188763,240.0,2.0,4.0,10920
2021,25249,,3.0,,89136
2018,101646,463.0,4.0,8.0,42770
2015,138030,109.0,1.6,4.0,7508
2011,212433,305.0,3.7,6.0,10009
2006,271979,360.0,6.6,8.0,17745
2021,61722,,2.0,,34034
2011,218232,136.0,1.8,4.0,6370
2011,88514,202.0,3.8,6.0,31850
2018,109218,410.0,6.4,8.0,33215
2007,116140,552.0,6.0,12.0,32755
2018,82077,381.0,5.7,8.0,34580
2013,96561,344.0,3.8,6.0,15015
2010,232067,210.0,4.0,6.0,9099
2001,175993,310.0,6.8,10.0,11602
2008,24172,173.0,2.4,4.0,16835
2021,37659,420.0,6.2,8.0,47320
2022,10622,430.0,7.3,8.0,66339
2020,27359,300.0,2.3,4.0,19110
2018,51917,201.0,2.4,4.0,19109
2018,25750,260.0,3.5,6.0,27755
2009,170590,280.0,2.8,6.0,11784
2022,17658,,4.0,8.0,198334
2009,125408,268.0,3.5,6.0,15015
2018,19908,189.0,2.0,4.0,26299
2007,45889,400.0,6.0,8.0,29120
2014,135990,410.0,6.4,8.0,30940
2022,50986,,6.6,8.0,61846
2013,253319,248.0,3.5,6.0,9782
2019,12199,456.0,4.4,8.0,46865
2023,872,835.0,,,84175
2012,158359,333.0,3.0,6.0,16380
2016,136794,355.0,5.3,8.0,29802
2013,60350,333.0,3.0,6.0,23660
2020,53108,542.0,4.0,8.0,171535
2017,135185,292.0,2.0,4.0,28210
2020,108470,381.0,5.7,8.0,43225
2008,102187,330.0,3.7,6.0,13650
2019,59546,518.0,,,52780
2014,160128,210.0,2.0,4.0,13650
2021,39210,,,,34578
2016,102998,510.0,5.0,8.0,33665
2022,3235,490.0,6.2,8.0,80990
2008,266379,270.0,3.5,6.0,8190
2014,144036,310.0,3.0,6.0,16380
2019,53913,385.0,3.0,6.0,41651
2014,59642,420.0,5.0,8.0,25935
2011,214854,412.0,5.0,8.0,21385
2021,52202,315.0,2.7,6.0,46410
2007,273588,244.0,3.5,6.0,7007
2022,402,295.0,,,47320
2001,145485,140.0,2.4,4.0,4090
2023,22104,,4.4,8.0,70886
2021,57809,,2.7,6.0,39125
2010,104607,210.0,2.0,4.0,8099
2021,50694,420.0,6.2,8.0,86450
2019,15289,630.0,4.0,8.0,122850
2023,314,310.0,3.5,6.0,79625
2000,302557,,,,9100
2011,168981,414.0,4.0,8.0,19929
2016,74194,429.0,4.7,8.0,32123
2018,44803,,6.4,8.0,37936
2014,134082,208.0,2.0,4.0,13650
2021,24140,355.0,3.0,6.0,62790
2010,25106,485.0,3.8,6.0,63245
2019,85992,355.0,5.3,8.0,33624
2022,13518,285.0,3.6,6.0,42770
2010,112654,425.0,6.1,8.0,20020
2020,46488,,3.5,6.0,32437
2022,43283,,2.5,,27118
2018,148299,,6.6,8.0,48129
2022,756,563.0,,,65429
2019,72099,420.0,6.2,8.0,47775
2019,68764,450.0,3.5,6.0,41814
2016,180247,304.0,3.6,6.0,13285
2001,77063,300.0,3.4,6.0,29115
2019,11319,460.0,6.2,8.0,58149
2019,53882,,3.0,6.0,40039
2021,56274,382.0,3.0,6.0,45499
2010,165249,158.0,2.0,4.0,5460
2019,34440,280.0,2.0,4.0,25935
2013,83757,400.0,3.8,6.0,69615
2023,4987,389.0,3.0,6.0,68245
2020,26942,379.0,3.0,6.0,102375
2022,11265,455.0,6.2,8.0,45500
2022,7886,536.0,,,90090
2022,22531,228.0,2.4,4.0,31849
2019,67441,445.0,4.4,8.0,41859
2020,40234,425.0,,,45495
2022,24140,1020.0,,,87359
2016,98427,582.0,6.0,12.0,89180
2020,37276,,2.5,,23200
2005,120701,240.0,2.7,6.0,15925
2007,374160,210.0,3.7,6.0,5460
2016,64503,315.0,3.0,6.0,25934
2017,21670,455.0,6.2,8.0,40859
2022,17656,,1.6,,27298
2012,182661,390.0,5.7,8.0,16289
2017,115969,,3.6,6.0,22377
2018,54235,160.0,2.0,4.0,10920
2020,58741,475.0,6.7,8.0,63609
2018,33273,400.0,2.5,5.0,69160
2018,140818,252.0,2.0,4.0,25480
2014,122310,404.0,3.0,6.0,17290
2012,257286,170.0,2.5,5.0,8872
2007,209215,275.0,4.6,8.0,3184
2023,9978,400.0,5.6,8.0,43680
2002,194731,220.0,3.0,6.0,5777
2019,61734,,3.0,6.0,45442
2023,4828,277.0,3.0,6.0,112839
2008,147899,268.0,3.5,6.0,8099
2011,360210,156.0,2.5,4.0,4095
1999,185722,152.0,3.0,6.0,7280
2002,177833,240.0,2.0,4.0,24570
2019,60994,201.0,2.4,4.0,23660
2020,44257,455.0,,,40040
2014,100092,,,,30028
2021,114212,395.0,5.7,8.0,30940
2008,151747,260.0,2.0,4.0,13195
2020,71595,400.0,2.0,4.0,59150
2019,45401,184.0,2.0,4.0,25025
2017,107826,381.0,5.7,8.0,34579
2023,9984,,,,72798
2018,98901,295.0,3.5,6.0,28210
2017,94655,,5.3,8.0,33297
2018,120057,152.0,2.0,4.0,21840
2015,18104,429.0,4.7,8.0,49595
2020,20439,717.0,6.2,8.0,63609
2015,82559,143.0,1.8,4.0,15925
2022,6371,389.0,3.4,6.0,50050
2018,77249,300.0,3.0,6.0,29120
1995,151278,,,,4095
2006,269565,295.0,5.3,8.0,13195
2017,205996,440.0,6.7,8.0,45500
2022,23416,201.0,2.0,4.0,37765
2023,3413,252.0,2.0,4.0,37082
2022,7757,320.0,,,43225
2021,32348,1020.0,,,63695
2022,35568,,1.6,,26781
2015,164153,268.0,2.0,4.0,16380
2008,234964,272.0,3.5,6.0,8185
2019,88353,335.0,3.0,6.0,44135
2018,105702,247.0,2.0,4.0,31759
2012,85295,292.0,3.6,6.0,12512
2021,31704,335.0,2.7,6.0,43680
2022,4828,518.0,5.0,8.0,87815
2014,53250,325.0,3.4,6.0,45272
2013,171717,290.0,3.6,6.0,12285
2007,295242,300.0,3.7,6.0,7007
1993,270370,,,,6370
2007,247343,242.0,3.7,5.0,9095
2017,74191,362.0,3.0,6.0,30030
2021,38624,141.0,2.0,4.0,23205
2023,5752,,,,31848
2018,63730,220.0,2.0,4.0,24569
2022,20921,429.0,3.0,6.0,74165
2021,53841,381.0,5.7,8.0,40722
2021,77249,275.0,3.5,6.0,51870
2005,246230,250.0,2.7,6.0,5915
2018,107327,228.0,2.0,4.0,22659
2013,239792,290.0,3.5,6.0,7144
2021,20553,,,,38764
2013,137531,101.0,1.4,4.0,8190
2011,76283,518.0,6.3,8.0,37310
2011,161467,200.0,2.4,4.0,6279
2020,38056,,2.0,,34578
2016,642128,188.0,3.0,6.0,22295
2006,177430,230.0,3.3,6.0,10010
2021,28727,266.0,,,38219
2023,966,437.0,3.4,6.0,83715
2018,45818,540.0,3.8,6.0,134225
2009,148073,300.0,3.0,6.0,11375
2020,67361,591.0,4.0,8.0,83265
2020,25750,395.0,3.0,6.0,68705
2020,111342,,3.8,6.0,34039
2012,123919,211.0,2.0,4.0,12558
1996,274477,190.0,4.0,6.0,5915
2022,24011,,3.6,6.0,37984
2018,94147,285.0,3.6,6.0,31850
2020,72808,335.0,3.0,6.0,49595
2021,7564,496.0,4.0,8.0,90909
2012,226032,136.0,2.0,4.0,7735
2020,68746,255.0,2.0,4.0,30485
2014,217261,260.0,3.5,6.0,7735
2018,24129,456.0,4.4,8.0,40859
2020,35628,,,,35124
2015,92618,240.0,2.0,4.0,27295
2017,50131,565.0,3.8,6.0,102830
2012,86905,310.0,3.0,6.0,33561
2006,189903,220.0,3.5,5.0,16289
2006,144820,268.0,3.5,6.0,8644
2004,152083,184.0,2.5,6.0,8190
2021,124092,,3.5,6.0,36395
2020,52304,206.0,2.4,4.0,29120
2010,116433,132.0,1.8,4.0,9095
2016,151761,385.0,6.2,8.0,26389
2013,180005,285.0,3.6,6.0,24115
2022,15007,,2.0,,30585
2022,19441,271.0,,,33442
2012,257896,403.0,6.2,8.0,11739
2020,120258,,1.5,,19667
2022,43935,285.0,3.6,6.0,43225
2023,1867,453.0,3.0,6.0,66976
2012,140818,308.0,3.6,6.0,10464
2021,20117,503.0,3.0,6.0,81900
2018,79904,252.0,2.0,4.0,21612
2013,109233,230.0,3.0,6.0,16380
2017,76587,355.0,5.3,8.0,41405
2004,72420,250.0,3.5,6.0,5460
2007,323478,242.0,3.7,5.0,6552
2008,66060,414.0,4.0,8.0,35026
2022,15517,,3.5,6.0,35489
2021,31551,,2.5,,30568
2020,62764,455.0,,,39130
2020,44102,,4.0,,181992
2003,228873,239.0,4.6,8.0,4550
2011,128947,382.0,5.5,8.0,15925
2010,37229,430.0,6.2,8.0,31850
2015,122787,182.0,2.4,4.0,8645
2015,187022,360.0,6.0,8.0,29029
2019,25750,355.0,,,36391
2019,93020,425.0,3.0,6.0,50959
2018,91053,208.0,2.0,4.0,19019
2010,286463,170.0,2.5,4.0,6916
2015,143473,360.0,4.6,8.0,29029
2012,76033,201.0,2.4,4.0,17836
2023,6896,,5.7,8.0,59776
2016,149669,355.0,5.3,8.0,27300
2022,23619,200.0,,,30030
2016,122325,300.0,3.0,6.0,22704
2023,5988,,2.0,,63377
2022,29128,,,,37126
2018,74030,518.0,,,54145
2015,86905,235.0,2.0,4.0,24570
1994,81674,,,,13650
2020,33188,,,,130128
2023,8705,,3.0,6.0,80944
2005,337158,282.0,4.7,8.0,7735
2007,288073,239.0,4.0,6.0,16289
2018,138404,290.0,3.5,6.0,24479
2022,44833,,4.0,8.0,179952
2015,62764,250.0,2.5,5.0,16289
2015,241402,310.0,3.5,6.0,15561
2022,21136,,,,39128
2017,93439,340.0,3.0,6.0,23660
2016,141622,335.0,2.7,6.0,16835
2011,116319,414.0,4.0,8.0,31804
2009,111725,320.0,4.6,8.0,33215
2017,106619,605.0,4.0,8.0,53872
2017,161900,,,,9100
2020,24662,,3.5,6.0,30361
2008,40274,380.0,4.3,8.0,35490
2018,65983,600.0,6.0,12.0,102830
2014,155784,362.0,,,25890
2016,49407,215.0,1.6,4.0,19565
2022,33278,300.0,2.3,4.0,41860
2019,117629,445.0,6.6,8.0,53235
2019,50855,460.0,5.0,8.0,37310
2018,65983,563.0,5.5,8.0,99099
2012,111045,300.0,3.0,6.0,14469
2001,147757,310.0,5.7,8.0,11694
2020,35407,,6.0,,158335
2011,231581,378.0,4.6,8.0,9054
2015,113781,445.0,4.4,8.0,20930
2022,38383,475.0,6.7,8.0,90772
2018,61155,400.0,3.0,6.0,29120
2014,86100,302.0,3.5,6.0,22295
2020,38798,255.0,2.0,4.0,50960
2023,27359,402.0,,,49959
2022,6444,186.0,2.5,4.0,23205
2011,279150,381.0,5.7,8.0,14560
2017,259104,290.0,3.5,6.0,15925
1999,115873,201.0,2.5,6.0,11148
2022,22608,,2.5,,27299
2019,104638,340.0,3.0,6.0,36855
2018,46098,505.0,2.9,6.0,37765
2017,142353,449.0,4.7,8.0,36399
2021,117326,,,,49138
2021,109516,291.0,3.8,6.0,26936
2021,22048,382.0,3.0,6.0,54600
2016,60672,,,,34580
2013,168981,300.0,3.7,6.0,6006
2015,136794,365.0,3.5,6.0,28210
2010,271049,245.0,3.5,6.0,9919
2022,3164,,2.9,6.0,69069
2007,260714,239.0,4.0,6.0,21819
2018,73708,240.0,2.0,4.0,19019
2009,28968,638.0,6.2,8.0,70980
2017,84491,247.0,2.0,4.0,22704
2017,56078,295.0,3.6,6.0,27300
2019,12994,,4.2,8.0,69797
2022,26133,329.0,,,56856
2016,69319,,2.0,,16379
2019,122144,,,,32758
2023,13679,382.0,3.0,6.0,61789
2022,71550,121.0,1.8,4.0,20880
2009,223699,169.0,2.4,4.0,3822
2019,148060,420.0,6.2,8.0,47229
2004,227254,345.0,5.7,8.0,5187
2021,117218,255.0,2.0,4.0,37310
2003,265542,260.0,3.5,6.0,3640
2019,67592,340.0,3.0,6.0,44581
2022,12714,490.0,6.2,8.0,84175
2012,280026,335.0,4.6,8.0,10919
2018,68639,220.0,2.0,4.0,29111
2013,24945,430.0,6.2,8.0,40950
2013,112252,300.0,3.0,6.0,14559
2007,205964,380.0,4.6,8.0,9099
2013,185075,288.0,3.6,6.0,12740
2016,83686,518.0,,,47320
2016,173407,420.0,6.2,8.0,32305
2012,321869,380.0,4.6,8.0,9095
2021,79796,,5.7,8.0,38963
2020,50451,,5.7,8.0,35823
2016,54162,383.0,5.7,8.0,57239
2021,48316,420.0,6.2,8.0,67795
2020,50453,425.0,3.0,6.0,56830
2012,262323,255.0,5.4,8.0,17790
2013,117482,227.0,2.5,5.0,12649
2017,54797,,3.5,6.0,34579
2006,31382,493.0,5.0,10.0,117390
2015,229801,355.0,5.3,8.0,20929
2020,140906,,3.6,6.0,28802
2017,158520,335.0,3.0,6.0,22295
2018,119091,381.0,5.7,8.0,34580
2017,40234,567.0,4.4,8.0,59150
2008,103803,300.0,4.6,8.0,14560
2010,140415,202.0,3.8,6.0,16835
2020,53990,469.0,4.0,8.0,52779
2015,152083,355.0,5.3,8.0,27300
2021,29018,,,,36035
2015,164153,241.0,2.0,4.0,15470
2016,80144,340.0,3.0,6.0,34125
2023,6759,490.0,6.2,8.0,89180
2015,180247,169.0,2.5,4.0,13195
2018,149669,152.0,2.0,4.0,14560
2020,56649,237.0,2.0,4.0,25935
2018,42648,354.0,3.0,6.0,34580
2009,249448,403.0,6.2,8.0,15379
2019,16737,365.0,2.5,4.0,90772
2016,230603,161.0,2.1,4.0,30476
2017,314403,355.0,5.3,8.0,23660
2017,143798,310.0,2.3,4.0,19100
2008,404966,425.0,6.1,8.0,9555
1998,193121,140.0,1.8,4.0,5005
2005,183465,270.0,4.7,8.0,12240
2018,73413,420.0,6.2,8.0,46410
2018,106056,301.0,4.6,8.0,31577
2013,186478,283.0,3.6,6.0,8645
2020,72420,284.0,3.5,6.0,26389
2020,36210,316.0,2.0,4.0,45500
2020,33841,,,,88179
2013,157716,320.0,5.3,8.0,25024
2007,159325,403.0,6.2,8.0,20929
2015,312943,169.0,2.5,4.0,8998
2018,121451,355.0,5.3,8.0,31395
2021,23564,425.0,,,44135
2015,269565,355.0,5.3,8.0,16380
2014,123919,305.0,2.5,4.0,27300
2016,153000,181.0,1.6,4.0,11602
2008,45303,430.0,6.2,8.0,28210
2015,226113,395.0,5.7,8.0,12740
2017,111738,335.0,2.7,6.0,24115
2023,14045,,2.4,,40582
2014,57775,385.0,6.2,8.0,25389
2020,48963,,,,40948
2013,109958,180.0,2.4,4.0,10915
2015,21324,475.0,3.8,6.0,140959
2021,71923,,6.2,8.0,51779
2019,30899,455.0,6.2,8.0,37765
2022,13971,835.0,,,74620
2021,100386,,2.5,,23922
1999,429695,150.0,2.7,4.0,7280
2022,12270,,,,29106
2001,94629,190.0,2.3,4.0,8190
2009,69202,552.0,6.0,12.0,44135
2019,149140,450.0,6.7,8.0,45500
2018,65983,600.0,4.4,8.0,54782
2015,152299,385.0,6.2,8.0,29575
2019,79193,380.0,3.0,6.0,56807
2018,81111,252.0,2.0,4.0,25935
2017,101630,248.0,2.0,4.0,19565
2021,78280,,5.3,8.0,39736
2022,7265,,,,121028
2006,96561,325.0,8.1,8.0,22704
2011,222170,335.0,4.7,8.0,15015
2013,69202,283.0,3.6,6.0,31850
2018,48039,550.0,4.0,8.0,81672
2009,305968,390.0,5.0,8.0,11375
2016,178637,158.0,2.0,4.0,11830
2014,160049,285.0,3.6,6.0,19110
2020,28164,180.0,2.4,4.0,23382
2015,123522,208.0,2.0,4.0,14559
2014,246793,182.0,2.5,4.0,8190
2015,176352,192.0,2.4,4.0,10829
2016,108277,449.0,4.7,8.0,38219
2022,58830,,5.3,8.0,58502
2016,231746,301.0,3.6,6.0,16744
2017,99414,567.0,4.4,8.0,41860
2009,78456,159.0,2.7,4.0,16289
2018,120701,355.0,5.3,8.0,32760
2022,2889,,4.0,,245692
2010,134380,200.0,2.0,4.0,5915
2020,70811,280.0,3.5,6.0,31849
1993,122278,,,,82082
2017,86100,404.0,3.0,6.0,26117
2021,25910,146.0,2.0,4.0,23205
2022,27966,,,,36398
2014,62056,420.0,5.0,8.0,25935
2022,8208,120.0,1.6,4.0,17745
2009,112274,300.0,3.0,6.0,17745
2011,170590,385.0,5.0,8.0,8554
2022,19087,670.0,,,84175
2020,28968,616.0,,,95550
2021,72420,375.0,3.5,6.0,47320
2020,15976,,2.5,,25041
2011,134807,263.0,3.5,6.0,8185
2015,173880,,5.7,8.0,28556
2018,66788,362.0,3.0,6.0,36262
2015,45062,444.0,4.7,8.0,40949
2020,2535,788.0,6.5,12.0,427609
2020,72420,416.0,4.0,8.0,121030
2016,162214,,3.6,6.0,11825
2014,137599,411.0,6.2,8.0,24479
2023,24140,,3.0,,73710
2001,268760,300.0,6.0,8.0,5915
2011,165779,400.0,5.6,8.0,12285
2012,191512,211.0,2.0,4.0,10920
2018,83686,350.0,6.7,6.0,45500
2014,80628,240.0,2.0,4.0,9823
2005,151278,300.0,2.5,4.0,17745
2002,192317,320.0,3.6,6.0,33665
2019,148124,,2.0,,22749
2019,59063,348.0,3.0,6.0,44581
2021,10295,,5.2,10.0,157339
2023,739,,2.5,,33668
2017,111510,304.0,3.6,6.0,19107
2019,31865,362.0,3.0,6.0,48958
2013,147862,333.0,3.0,6.0,21840
2018,102998,283.0,3.6,6.0,31850
2021,19589,,,,32759
2019,31060,335.0,3.0,6.0,32760
2021,83686,355.0,5.3,8.0,55510
2010,138677,304.0,3.6,6.0,15470
2020,148060,375.0,3.5,6.0,27299
2016,41387,435.0,5.0,8.0,30849
2016,68558,350.0,3.7,6.0,29074
2022,3040,221.0,2.5,4.0,29894
2004,148864,450.0,4.5,8.0,10920
2018,99297,271.0,,,23569
2016,100584,425.0,3.0,6.0,36855
2022,47476,303.0,3.6,6.0,28210
2021,61155,470.0,6.4,8.0,66412
2007,80467,420.0,4.2,8.0,19929
2017,151232,420.0,6.2,8.0,42770
2022,21993,,2.5,,25479
2022,16768,,2.0,,22748
2020,43243,,2.0,,31527
2005,273588,285.0,4.8,8.0,8190
2022,12002,455.0,6.2,8.0,43225
2012,254865,191.0,2.5,4.0,7508
2021,39703,490.0,6.2,8.0,65975
2010,161095,,,,15470
2012,312213,138.0,1.4,4.0,4459
2021,30578,255.0,2.0,4.0,34579
2004,239470,240.0,3.8,6.0,5915
2023,426,,4.0,,254754
2001,192960,240.0,2.0,4.0,16380
2023,6038,,6.4,8.0,77004
2015,114263,420.0,6.2,8.0,32759
2013,140819,225.0,4.6,8.0,16177
2017,173809,333.0,3.0,6.0,23659
2016,218040,,5.3,8.0,27071
2011,177028,230.0,3.0,6.0,5460
2004,283665,160.0,2.4,4.0,3412
2016,48280,170.0,1.8,4.0,17290
2009,173004,132.0,2.0,4.0,8645
2018,37820,450.0,3.5,6.0,45500
2004,262323,325.0,6.0,8.0,16380
2019,104374,450.0,3.5,6.0,42765
2011,273588,288.0,3.6,6.0,3640
2005,154497,340.0,5.7,8.0,10920
2012,198271,280.0,3.6,6.0,11329
2018,80345,293.0,3.6,6.0,24115
2020,69202,285.0,3.6,6.0,42315
2020,110749,,2.0,,32120
2021,40800,,3.5,6.0,44098
2017,33090,420.0,3.0,6.0,95550
2018,86019,420.0,6.2,8.0,45499
2022,19648,,5.0,8.0,95459
2018,161842,,5.6,8.0,21026
2009,215652,260.0,2.0,4.0,8645
2023,25325,389.0,3.0,6.0,61789
2008,112654,405.0,4.2,8.0,11830
2019,72420,445.0,4.4,8.0,42769
2013,166512,268.0,3.5,6.0,12922
2022,18664,,6.2,8.0,62417
2020,78858,355.0,5.3,8.0,40859
2016,67077,189.0,2.0,4.0,15920
2020,82291,,2.0,,23478
2018,59707,395.0,5.0,8.0,41860
2007,366930,292.0,4.6,8.0,3504
2023,2414,379.0,3.0,6.0,135590
2020,65936,260.0,2.4,4.0,29575
2013,264737,270.0,3.5,6.0,15015
2001,96561,333.0,3.2,6.0,22750
2005,200761,180.0,1.8,4.0,6279
2021,18105,420.0,6.2,8.0,63928
2020,64709,485.0,6.4,8.0,34580
2012,171130,300.0,3.7,6.0,17290
2022,38626,,3.5,6.0,43223
2016,99779,469.0,4.0,8.0,36400
2011,96561,536.0,5.5,8.0,33670
2021,3676,,2.0,,143325
2021,61960,420.0,6.2,8.0,86445
2004,209215,316.0,6.0,8.0,15015
2019,16737,460.0,5.0,8.0,36400
2021,23696,,,,92818
2013,74757,200.0,2.0,4.0,20828
2017,62764,333.0,3.0,6.0,31850
2010,119091,118.0,1.6,4.0,8782
2019,93342,360.0,6.0,8.0,33215
2018,47958,471.0,5.0,8.0,62330
2022,26046,,5.7,8.0,42769
2022,25481,308.0,3.5,6.0,47320
2014,129087,300.0,3.0,6.0,16375
2013,203139,188.0,2.0,4.0,10465
2018,118287,320.0,3.0,6.0,29120
2023,13840,400.0,5.6,8.0,71881
2020,19706,,5.2,10.0,170989
2020,80451,270.0,2.0,4.0,48230
2016,64937,330.0,3.4,6.0,61875
2009,185075,172.0,2.4,4.0,4004
2021,50942,,1.5,,30403
2022,4104,355.0,5.3,8.0,54600
2018,25753,550.0,5.0,8.0,68159
2020,3341,,,,105558
2005,234964,190.0,4.0,6.0,14469
2018,71231,,,,30574
2023,402,835.0,,,88725
2023,1770,490.0,6.2,8.0,83720
2021,22035,641.0,4.0,8.0,233870
2003,148060,150.0,2.4,4.0,11375
2020,11104,290.0,3.5,6.0,39585
2022,25333,,5.7,8.0,41859
2018,188293,248.0,2.0,4.0,15470
2018,31543,425.0,3.0,6.0,56420
2020,37560,,2.0,,31527
2022,15469,,2.0,,39949
2016,41038,560.0,4.4,8.0,50050
2020,50051,228.0,2.0,4.0,24569
2016,24411,385.0,3.8,6.0,104650
2004,247839,235.0,4.7,8.0,9100
2014,135990,451.0,6.2,8.0,37765
2023,340,835.0,,,90090
2011,212433,300.0,3.0,6.0,10010
2017,72420,395.0,5.7,8.0,27299
2018,77249,295.0,3.5,6.0,24570
2022,22964,503.0,3.0,6.0,72800
2016,189355,320.0,3.0,6.0,17745
2013,70655,200.0,2.4,4.0,11375
2023,1313,,4.4,8.0,100009
2017,35406,385.0,6.2,8.0,48230
2015,138027,240.0,2.0,4.0,11830
2017,67253,395.0,5.7,8.0,38675
2011,166406,261.0,4.0,6.0,15470
2021,45256,,6.2,8.0,80990
2021,35703,,3.8,6.0,120119
2012,173882,160.0,2.0,4.0,5915
2014,70312,402.0,4.7,8.0,21385
2019,223885,,3.6,6.0,22658
2003,23979,420.0,5.9,12.0,29894
1992,202455,,,,10465
2022,32187,201.0,,,27298
2003,108711,325.0,6.0,8.0,27300
2011,215652,390.0,5.7,8.0,9555
2015,350032,355.0,5.3,8.0,18200
2022,805,425.0,,,41769
2020,24296,,,,90998
2013,140013,138.0,1.4,4.0,9100
2021,9202,,5.2,,254792
2008,160934,380.0,4.6,8.0,10465
2014,57936,400.0,4.8,8.0,33670
2014,109274,333.0,3.0,6.0,23651
2020,44036,278.0,3.5,6.0,31850
2022,1996,,6.4,8.0,49049
2015,146450,268.0,2.0,4.0,17290
2013,285819,180.0,2.5,4.0,6461
2011,252466,354.0,4.2,8.0,9009
2010,198947,179.0,2.5,4.0,9009
2021,56404,,4.0,6.0,47857
2022,12315,,,,36398
2012,207605,171.0,2.5,4.0,6370
2022,21726,325.0,2.9,6.0,79169
2016,80261,300.0,3.0,6.0,19565
2022,51687,,3.6,6.0,30302
2023,1485,,,,42768
2016,141448,210.0,2.0,4.0,14560
2021,26641,,,,47045
2013,98289,305.0,3.6,6.0,15288
2022,3621,611.0,3.9,8.0,236145
2022,19111,,,,37854
2022,22209,572.0,3.8,6.0,212940
2015,199961,235.0,2.0,4.0,16289
2014,113781,181.0,1.6,4.0,14332
2017,158681,320.0,3.0,6.0,24115
2022,2575,308.0,3.5,6.0,53690
2018,59618,280.0,2.0,4.0,24206
2005,156341,295.0,5.3,8.0,7279
2018,120944,455.0,6.2,8.0,40950
2017,38624,335.0,3.6,6.0,29120
2016,123107,200.0,2.0,4.0,11830
2010,210985,310.0,4.7,8.0,11825
2023,18747,280.0,3.5,6.0,36399
2021,11909,379.0,3.0,6.0,106469
2017,215652,420.0,6.2,8.0,30029
2015,198754,355.0,5.3,8.0,23342
2016,65291,435.0,5.0,8.0,27746
2011,281635,250.0,3.5,6.0,8190
2021,37961,,3.6,6.0,35156
2008,273588,235.0,3.2,6.0,6370
2020,43707,,,,36398
1997,342790,212.0,4.5,6.0,24115
2008,333134,250.0,3.2,6.0,9555
2009,269243,190.0,2.4,4.0,5688
2017,72420,172.0,2.4,4.0,15015
2004,297729,295.0,5.3,8.0,9555
2018,378196,275.0,3.7,6.0,16380
2015,32821,,,,54234
2022,2253,455.0,6.2,8.0,49959
2018,73777,340.0,3.0,6.0,33670
2022,36313,,,,40948
2015,76927,101.0,1.4,4.0,10465
2017,87387,605.0,4.0,8.0,48685
2021,24208,,2.0,,49685
2016,193121,240.0,2.0,4.0,14560
2020,111045,400.0,5.6,8.0,28620
2021,38624,395.0,5.7,8.0,38220
2014,105492,560.0,4.4,8.0,36386
2016,153073,,6.7,,39712
2023,3058,401.0,2.5,5.0,71799
2015,204000,211.0,2.0,4.0,12740
2007,222089,210.0,3.3,6.0,6188
2007,138404,340.0,5.7,8.0,13650
2018,86905,450.0,3.5,6.0,42315
2021,34511,,2.5,,27295
2014,202003,134.0,1.8,4.0,14560
2015,119896,386.0,4.6,8.0,30849
2020,54718,335.0,3.0,6.0,53995
2023,8851,291.0,3.8,6.0,36400
2001,241402,290.0,4.0,8.0,8986
2013,122807,300.0,3.0,6.0,10920
2015,158564,280.0,3.0,6.0,9095
2011,297729,248.0,3.5,6.0,8099
2017,70811,425.0,3.0,6.0,50050
2008,125046,156.0,2.3,4.0,5733
2019,62764,302.0,3.5,6.0,30940
2021,3380,414.0,4.0,6.0,124579
2019,95387,380.0,3.0,6.0,50045
2022,37015,285.0,3.6,6.0,39130
2018,76766,600.0,4.4,8.0,50049
2007,79865,228.0,3.0,6.0,10920
2016,63971,134.0,1.8,4.0,20015
2015,164475,355.0,5.3,8.0,22750
2022,23554,,5.7,8.0,42405
2021,44505,,,,56418
2014,96736,160.0,2.0,4.0,8644
2012,78858,330.0,3.7,6.0,18109
2016,177752,231.0,2.0,4.0,10010
2020,805,405.0,3.0,6.0,63700
2019,55305,,,,54234
2005,39987,,3.2,6.0,11872
2022,13369,,4.4,8.0,89999
2021,23377,,,,72798
2010,328306,310.0,5.3,8.0,4459
2010,52548,182.0,2.4,4.0,5915
2020,195072,,1.5,,16732
2008,101276,260.0,3.8,6.0,9100
2007,207605,366.0,6.0,8.0,16334
2017,78214,640.0,6.2,8.0,55509
2002,190868,220.0,4.6,8.0,4759
1996,152888,290.0,7.4,8.0,22750
2023,317,670.0,,,77350
2018,72565,313.0,2.0,4.0,27982
2014,236091,270.0,4.0,6.0,22749
2015,41499,380.0,3.0,6.0,35035
2010,66788,416.0,5.0,8.0,40768
2014,213399,285.0,3.6,6.0,15470
2003,360493,160.0,2.4,4.0,3549
2012,177028,400.0,5.6,8.0,14196
2021,18025,455.0,,,43225
2005,222089,184.0,2.5,6.0,9054
2014,272784,320.0,5.3,8.0,13650
2022,17102,,2.9,,90090
2017,130357,365.0,3.5,6.0,24570
2019,46671,395.0,5.7,8.0,45045
2019,119091,184.0,2.0,4.0,23205
2005,273588,282.0,4.7,8.0,10192
2010,72443,560.0,5.2,10.0,99644
2022,23062,,,,50048
2020,93342,310.0,3.6,6.0,25207
2017,167372,365.0,3.5,6.0,18195
2016,163992,270.0,4.0,6.0,26390
2017,334053,355.0,5.3,8.0,19110
2016,138806,285.0,3.6,6.0,20020
2019,103854,188.0,2.0,4.0,17649
1995,80306,,,,89174
2022,47189,,3.4,6.0,40949
2003,119091,287.0,3.5,6.0,10010
