Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur
Outra,XT5 Luxury,2017,115969,Gasoline,,3.6,6,Automatic,Outra,beige,None reported,No,22377
Ford,Focus SE,2018,54235,E85 Flex Fuel,160,2.0,4,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,10920
Ford,F-250 King Ranch,2020,58741,Diesel,475,6.7,8,Automatic,Outra,Outra,None reported,Yes,63609
Outra,TT RS 2.5T,2018,33273,Gasoline,400,2.5,5,DCT,Outra,Outra,None reported,Yes,69160
Outra,Macan Base,2018,140818,Gasoline,252,2.0,4,DCT,Outra,beige,None reported,Yes,25480
Outra,Ghibli S Q4,2014,122310,Gasoline,404,3.0,6,Automatic,Black,Black,None reported,Yes,17290
Outra,Passat 2.5 SE,2012,257286,Gasoline,170,2.5,5,Automatic,white,beige,At least 1 accident or damage reported,Yes,8872
Outra,DTS Luxury,2007,209215,Gasoline,275,4.6,8,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,3184
Outra,Titan SV,2023,9978,Gasoline,400,5.6,8,Automatic,Black,Outra,None reported,Yes,43680
Outra,RX 300 Base,2002,194731,Gasoline,220,3.0,6,Automatic,Outra,Black,None reported,Yes,5777
Outra,Q8 3.0T Prestige,2019,61734,Gasoline,,3.0,6,Automatic,Outra,Black,None reported,No,45442
Outra,Escalade Sport,2023,4828,Diesel,277,3.0,6,Automatic,white,Outra,None reported,Yes,112839
Mercedes-Benz,E-Class E 350 4MATIC,2008,147899,Gasoline,268,3.5,6,Automatic,Black,Black,None reported,Yes,8099
Ford,Fusion Hybrid Base,2011,360210,Hybrid,156,2.5,4,Automatic,white,Outra,At least 1 accident or damage reported,Yes,4095
Ford,Ranger XLT,1999,185722,E85 Flex Fuel,152,3.0,6,Automatic,Outra,beige,None reported,Yes,7280
Outra,S2000 Base,2002,177833,Gasoline,240,2.0,4,Manual,Outra,Outra,None reported,Yes,24570
Outra,ILX Premium Package,2019,60994,Gasoline,201,2.4,4,Automatic,white,Black,None reported,Yes,23660
Outra,Model Y Performance,2020,44257,Outro,455,,,Automatic,Outra,Outra,None reported,Yes,40040
Outra,F-TYPE V6 S,2014,100092,Gasoline,,,,Automatic,Black,Black,None reported,No,30028
Outra,1500 Big Horn,2021,114212,Gasoline,395,5.7,8,Automatic,Black,Black,None reported,Yes,30940
Outra,Sky Red Line,2008,151747,Gasoline,260,2.0,4,Automatic,white,Outra,None reported,Yes,13195
Outra,XC90 Hybrid T8 Inscription,2020,71595,Plug-In Hybrid,400,2.0,4,Automatic,Outra,Outra,None reported,Yes,59150
Outra,A3 2.0T Premium,2019,45401,Gasoline,184,2.0,4,DCT,Outra,Black,At least 1 accident or damage reported,Yes,25025
Outra,Sequoia Limited,2017,107826,E85 Flex Fuel,381,5.7,8,Automatic,Outra,Outra,None reported,Yes,34579
Outra,Rover Defender X-Dynamic SE,2023,9984,Hybrid,,,,Automatic,Outra,Outra,None reported,No,72798
Outra,Highlander XLE,2018,98901,Gasoline,295,3.5,6,Automatic,Outra,Outra,None reported,Yes,28210
Chevrolet,Silverado 1500 LT,2017,94655,Gasoline,,5.3,8,Automatic,Black,Outra,None reported,No,33297
Outra,Crosstrek 2.0i Limited,2018,120057,Gasoline,152,2.0,4,DCT,Outra,Black,None reported,Yes,21840
Mercedes-Benz,SL-Class SL 550,2015,18104,Gasoline,429,4.7,8,Automatic,white,beige,None reported,Yes,49595
Outra,Challenger SRT Hellcat,2020,20439,Gasoline,717,6.2,8,Automatic,Black,Black,At least 1 accident or damage reported,Yes,63609
Outra,Civic LX,2015,82559,Gasoline,143,1.8,4,Manual,Black,Black,None reported,Yes,15925
Outra,Tundra Limited,2022,6371,Gasoline,389,3.4,6,Automatic,Outra,Outra,None reported,Yes,50050
BMW,X5 xDrive35i,2018,77249,Gasoline,300,3.0,6,Automatic,Black,Black,None reported,Yes,29120
Outra,850 Turbo,1995,151278,Outro,,,,Automatic,white,Black,None reported,Yes,4095
Outra,Sierra 1500 SLE Crew Cab,2006,269565,Gasoline,295,5.3,8,Automatic,Outra,Black,None reported,Yes,13195
Ford,F-250 Lariat,2017,205996,Diesel,440,6.7,8,Automatic,Outra,Black,None reported,Yes,45500
Outra,Q5 40 Premium,2022,23416,Hybrid,201,2.0,4,Automatic,Outra,Outra,None reported,Yes,37765
Outra,G70 2.0T,2023,3413,Gasoline,252,2.0,4,Automatic,white,Outra,None reported,Yes,37082
Outra,EV6 GT-Line,2022,7757,Outro,320,,,Automatic,Outra,Black,None reported,Yes,43225
Outra,Model S Plaid,2021,32348,Outro,1020,,,Automatic,Outra,Black,None reported,Yes,63695
Outra,K5 GT-Line,2022,35568,Gasoline,,1.6,,Automatic,white,Black,At least 1 accident or damage reported,Yes,26781
Outra,WRX Base,2015,164153,Gasoline,268,2.0,4,Manual,white,Black,At least 1 accident or damage reported,Yes,16380
Outra,ES 350 Base,2008,234964,Gasoline,272,3.5,6,Automatic,Outra,beige,None reported,Yes,8185
Outra,Q8 3.0T Prestige,2019,88353,Hybrid,335,3.0,6,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,44135
Outra,Rover Range Rover Velar P250 SE R-Dynamic,2018,105702,Gasoline,247,2.0,4,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,31759
Outra,300 S,2012,85295,Gasoline,292,3.6,6,DCT,Black,Black,At least 1 accident or damage reported,Yes,12512
Outra,Nautilus Reserve,2021,31704,Gasoline,335,2.7,6,Automatic,white,beige,None reported,Yes,43680
Outra,Rover Defender V8,2022,4828,Gasoline,518,5.0,8,Automatic,Black,Black,None reported,Yes,87815
Outra,Cayman S,2014,53250,Gasoline,325,3.4,6,Automatic,Black,Black,None reported,Yes,45272
Outra,Grand Cherokee Laredo,2013,171717,E85 Flex Fuel,290,3.6,6,Automatic,Black,Black,None reported,Yes,12285
Outra,MDX Sport,2007,295242,Gasoline,300,3.7,6,Automatic,white,beige,At least 1 accident or damage reported,Yes,7007
Outra,300ZX Base,1993,270370,Outro,,,,Manual,white,Black,None reported,Yes,6370
Outra,H3 Base,2007,247343,Gasoline,242,3.7,5,Automatic,Outra,Black,None reported,Yes,9095
Mercedes-Benz,GLS 450 Base 4MATIC,2017,74191,Gasoline,362,3.0,6,Automatic,Black,beige,At least 1 accident or damage reported,Yes,30030
Outra,Rogue Sport S,2021,38624,Gasoline,141,2.0,4,Automatic,Outra,Black,None reported,Yes,23205
Outra,Integra w/A-Spec Tech Package,2023,5752,Gasoline,,,,Outras,Outra,Outra,None reported,No,31848
Outra,A3 2.0T Tech Premium,2018,63730,Gasoline,220,2.0,4,DCT,white,Black,None reported,Yes,24569
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,20921,Hybrid,429,3.0,6,Automatic,Outra,Black,None reported,Yes,74165
Outra,Tundra SR5,2021,53841,Gasoline,381,5.7,8,Automatic,Outra,Black,None reported,Yes,40722
Ford,Transit-350 XLT,2021,77249,E85 Flex Fuel,275,3.5,6,Automatic,white,Outra,None reported,Yes,51870
Outra,allroad 2.7T,2005,246230,Gasoline,250,2.7,6,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,5915
BMW,X2 xDrive28i,2018,107327,Gasoline,228,2.0,4,DCT,Outra,Black,At least 1 accident or damage reported,Yes,22659
Ford,Explorer XLT,2013,239792,Gasoline,290,3.5,6,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,7144
Mercedes-Benz,GLC 300 GLC 300,2021,20553,Gasoline,,,,Automatic,Black,Outra,None reported,No,38764
Outra,500 Lounge,2013,137531,Gasoline,101,1.4,4,Automatic,white,beige,None reported,Yes,8190
Mercedes-Benz,SL-Class SL 63 AMG,2011,76283,Gasoline,518,6.3,8,Automatic,white,Black,At least 1 accident or damage reported,Yes,37310
Outra,Optima LX,2011,161467,Gasoline,200,2.4,4,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,6279
BMW,X3 xDrive30i,2020,38056,Gasoline,,2.0,,Automatic,Outra,beige,None reported,Yes,34578
Mercedes-Benz,Sprinter 2500,2016,642128,Diesel,188,3.0,6,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,22295
Outra,RX 330 Base,2006,177430,Gasoline,230,3.3,6,Automatic,white,beige,None reported,Yes,10010
Ford,Mustang Mach-E Premium,2021,28727,Outro,266,,,Automatic,Outra,Black,None reported,Yes,38219
Outra,Sequoia TRD Pro,2023,966,Hybrid,437,3.4,6,Automatic,Outra,Black,None reported,Yes,83715
Outra,911 Turbo,2018,45818,Gasoline,540,3.8,6,DCT,white,Black,At least 1 accident or damage reported,Yes,134225
BMW,X6 xDrive35i,2009,148073,Gasoline,300,3.0,6,Automatic,white,Black,None reported,Yes,11375
Outra,RS Q8 4.0T,2020,67361,Gasoline,591,4.0,8,DCT,Outra,Black,None reported,Yes,83265
Outra,Rover Range Rover HSE SWB,2020,25750,Hybrid,395,3.0,6,Automatic,Outra,Black,None reported,Yes,68705
Outra,Telluride SX,2020,111342,Gasoline,,3.8,6,Automatic,Outra,Outra,None reported,No,34039
Outra,A5 2.0T Premium Plus,2012,123919,Gasoline,211,2.0,4,Automatic,white,Black,None reported,Yes,12558
Outra,Cherokee Sport,1996,274477,Gasoline,190,4.0,6,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,5915
Outra,1500 Big Horn,2022,24011,Gasoline,,3.6,6,Automatic,Outra,Black,None reported,Yes,37984
Outra,Wrangler Unlimited Sport,2018,94147,Gasoline,285,3.6,6,Automatic,Black,Black,None reported,Yes,31850
BMW,X7 xDrive40i,2020,72808,Gasoline,335,3.0,6,Automatic,Outra,Outra,None reported,Yes,49595
Mercedes-Benz,S-Class S 580 4MATIC,2021,7564,Hybrid,496,4.0,8,Automatic,Black,Black,None reported,Yes,90909
Ford,Transit Connect XLT,2012,226032,Gasoline,136,2.0,4,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7735
Mercedes-Benz,GLC 300 Base,2020,68746,Gasoline,255,2.0,4,Automatic,Outra,beige,None reported,Yes,30485
Outra,Pathfinder S,2014,217261,Gasoline,260,3.5,6,Automatic,white,Outra,None reported,Yes,7735
BMW,M550 i xDrive,2018,24129,Gasoline,456,4.4,8,Automatic,Outra,Black,None reported,Yes,40859
Outra,Wrangler Sahara,2020,35628,Gasoline,,,,Automatic,Black,Black,None reported,No,35124
BMW,Z4 sDrive28i,2015,92618,Gasoline,240,2.0,4,Manual,Black,Outra,None reported,Yes,27295
Outra,GT-R Premium,2017,50131,Gasoline,565,3.8,6,DCT,Outra,Black,None reported,Yes,102830
Outra,A7 Premium,2012,86905,Gasoline,310,3.0,6,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,33561
Outra,H3 Base,2006,189903,Gasoline,220,3.5,5,Automatic,Outra,Black,None reported,Yes,16289
Outra,Avalon Limited,2006,144820,Gasoline,268,3.5,6,Automatic,Outra,beige,None reported,Yes,8644
BMW,Z4 2.5i,2004,152083,Gasoline,184,2.5,6,Manual,Outra,Black,None reported,Yes,8190
Ford,F-150 XLT,2021,124092,Gasoline,,3.5,6,Automatic,Outra,Black,None reported,No,36395
Outra,TLX A-Spec,2020,52304,Gasoline,206,2.4,4,Automatic,white,Outra,None reported,Yes,29120
Outra,Corolla LE,2010,116433,Gasoline,132,1.8,4,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,9095
Ford,F-250 XLT,2016,151761,E85 Flex Fuel,385,6.2,8,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,26389
Outra,Wrangler Sahara,2013,180005,Gasoline,285,3.6,6,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,24115
Outra,Q3 45 S line Premium,2022,15007,Gasoline,,2.0,,Automatic,Outra,Black,None reported,No,30585
Outra,Model 3 Base,2022,19441,Outro,271,,,Automatic,Black,Black,None reported,Yes,33442
Outra,Escalade Platinum Edition,2012,257896,E85 Flex Fuel,403,6.2,8,Automatic,Black,Black,None reported,Yes,11739
Outra,Countryman Cooper,2020,120258,Gasoline,,1.5,,Automatic,Black,Black,None reported,Yes,19667
Outra,Gladiator Rubicon,2022,43935,Gasoline,285,3.6,6,Automatic,Outra,Black,None reported,Yes,43225
BMW,M2 Base,2023,1867,Gasoline,453,3.0,6,Manual,Outra,Black,None reported,Yes,66976
Outra,SRX Luxury Collection,2012,140818,E85 Flex Fuel,308,3.6,6,Automatic,white,beige,None reported,Yes,10464
BMW,M4 Competition,2021,20117,Gasoline,503,3.0,6,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,81900
Outra,A6 2.0T Sport,2018,79904,Gasoline,252,2.0,4,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21612
BMW,128 i,2013,109233,Gasoline,230,3.0,6,Automatic,Outra,Black,None reported,Yes,16380
Outra,Yukon XL SLT,2017,76587,Gasoline,355,5.3,8,Automatic,Black,Black,None reported,Yes,41405
Outra,300M Base,2004,72420,Gasoline,250,3.5,6,Automatic,Outra,Outra,None reported,Yes,5460
Outra,H3 Base,2007,323478,Gasoline,242,3.7,5,Automatic,white,Black,At least 1 accident or damage reported,Yes,6552
BMW,M3 Base,2008,66060,Gasoline,414,4.0,8,DCT,Outra,beige,None reported,Yes,35026
Outra,Ridgeline RTL-E,2022,15517,Gasoline,,3.5,6,Automatic,Outra,Black,None reported,No,35489
Outra,Sorento S,2021,31551,Gasoline,,2.5,,Automatic,white,Black,None reported,No,30568
Outra,Model Y Performance,2020,62764,Outro,455,,,Automatic,Outra,Black,None reported,Yes,39130
Outra,Continental GT V8 First Edition,2020,44102,Gasoline,,4.0,,Automatic,Outra,Outra,None reported,No,181992
Outra,Town Car Signature,2003,228873,Gasoline,239,4.6,8,Automatic,Outra,beige,None reported,Yes,4550
Mercedes-Benz,GL-Class GL 550,2011,128947,Gasoline,382,5.5,8,Automatic,Black,Black,None reported,Yes,15925
Chevrolet,Corvette Base,2010,37229,Gasoline,430,6.2,8,Manual,white,Black,None reported,Yes,31850
Outra,Terrain SLT-1,2015,122787,Gasoline,182,2.4,4,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,8645
Outra,Sierra 2500 SLE,2015,187022,E85 Flex Fuel,360,6.0,8,Outras,Black,beige,None reported,Yes,29029
Outra,e-tron Prestige,2019,25750,Outro,355,,,Automatic,white,beige,At least 1 accident or damage reported,Yes,36391
BMW,M4 Base,2019,93020,Gasoline,425,3.0,6,DCT,Black,Outra,None reported,Yes,50959
Mercedes-Benz,GLA 250 Base 4MATIC,2018,91053,E85 Flex Fuel,208,2.0,4,Automatic,white,Black,None reported,Yes,19019
Outra,Legacy 2.5 i Premium,2010,286463,Gasoline,170,2.5,4,Automatic,Outra,Black,None reported,Yes,6916
Outra,LS 460 Crafted Line,2015,143473,Gasoline,360,4.6,8,Automatic,white,Black,None reported,Yes,29029
Outra,Civic Si,2012,76033,Gasoline,201,2.4,4,Manual,white,Black,None reported,Yes,17836
Outra,1500 Longhorn,2023,6896,Gasoline,,5.7,8,Automatic,Outra,Outra,None reported,Yes,59776
Outra,Yukon XL SLT,2016,149669,Gasoline,355,5.3,8,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27300
Chevrolet,Bolt EUV Premier,2022,23619,Outro,200,,,Automatic,Black,Outra,None reported,Yes,30030
BMW,435 Gran Coupe i,2016,122325,Gasoline,300,3.0,6,Automatic,white,beige,None reported,Yes,22704
Outra,Grecale Modena,2023,5988,Gasoline,,2.0,,Automatic,white,Outra,None reported,Yes,63377
Outra,Q5 S line Premium,2022,29128,Hybrid,,,,Automatic,Outra,Outra,None reported,No,37126
Outra,Model S P100D,2018,74030,Outro,518,,,Automatic,white,Black,None reported,Yes,54145
Outra,NX 200t Base,2015,86905,Gasoline,235,2.0,4,Automatic,white,Black,None reported,Yes,24570
Outra,Wrangler S,1994,81674,Outro,,,,Manual,Outra,Outra,None reported,Yes,13650
Mercedes-Benz,G-Class G 550,2020,33188,Gasoline,,,,Automatic,white,Black,None reported,No,130128
Outra,Levante Modena,2023,8705,Gasoline,,3.0,6,Automatic,Outra,Black,None reported,Yes,80944
Outra,Tundra SR5 Access Cab,2005,337158,Gasoline,282,4.7,8,Automatic,Outra,Outra,None reported,Yes,7735
Outra,FJ Cruiser Base,2007,288073,Gasoline,239,4.0,6,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,16289
Ford,Explorer Limited,2018,138404,Gasoline,290,3.5,6,DCT,Black,Black,None reported,Yes,24479
Outra,Flying Spur V8,2022,44833,Gasoline,,4.0,8,Automatic,Outra,Outra,None reported,Yes,179952
Outra,S60 T5 Premier Plus,2015,62764,Gasoline,250,2.5,5,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,16289
Ford,Transit-350 Base,2015,241402,Gasoline,310,3.5,6,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,15561
Outra,Q5 S line Premium Plus,2022,21136,Hybrid,,,,Automatic,Outra,Black,None reported,No,39128
Outra,F-PACE 35t Premium,2017,93439,Gasoline,340,3.0,6,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,23660
Outra,MKX Reserve,2016,141622,Gasoline,335,2.7,6,DCT,Black,Black,None reported,Yes,16835
BMW,M3 Base,2011,116319,Gasoline,414,4.0,8,DCT,Outra,Outra,None reported,Yes,31804
Outra,XLR Base,2009,111725,Gasoline,320,4.6,8,Automatic,Outra,beige,None reported,Yes,33215
Outra,RS 7 4.0T Performance Prestige,2017,106619,Gasoline,605,4.0,8,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,53872
Outra,200 Limited,2017,161900,Outro,,,,Automatic,Black,Black,None reported,Yes,9100
Outra,ES 350 Base,2020,24662,Gasoline,,3.5,6,Automatic,Black,Black,At least 1 accident or damage reported,No,30361
Outra,Martin V8 Vantage Base,2008,40274,Gasoline,380,4.3,8,Automatic,white,Black,At least 1 accident or damage reported,Yes,35490
Outra,Bentayga Activity Edition,2018,65983,Gasoline,600,6.0,12,Automatic,Outra,Outra,None reported,Yes,102830
Outra,Model S 85,2014,155784,Outro,362,,,Automatic,Outra,Black,None reported,Yes,25890
Outra,Juke NISMO RS,2016,49407,Gasoline,215,1.6,4,Manual,Black,Black,At least 1 accident or damage reported,Yes,19565
Ford,Explorer XLT,2022,33278,Gasoline,300,2.3,4,Automatic,Outra,Black,None reported,Yes,41860
Outra,Sierra 3500 Denali,2019,117629,Diesel,445,6.6,8,Automatic,white,Black,At least 1 accident or damage reported,Yes,53235
Ford,Mustang GT Premium,2019,50855,Gasoline,460,5.0,8,Manual,Outra,Outra,None reported,Yes,37310
Mercedes-Benz,AMG G 63 Base,2018,65983,Gasoline,563,5.5,8,DCT,Outra,Black,None reported,Yes,99099
Outra,XC70 T6 Platinum,2012,111045,Gasoline,300,3.0,6,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,14469
Outra,Firebird Trans Am,2001,147757,Gasoline,310,5.7,8,Automatic,Outra,Black,None reported,Yes,11694
Outra,Bentayga Speed,2020,35407,Gasoline,,6.0,,Automatic,Outra,Outra,None reported,Yes,158335
Outra,Equus Signature,2011,231581,Gasoline,378,4.6,8,Automatic,Outra,Outra,None reported,Yes,9054
BMW,750 i,2015,113781,Gasoline,445,4.4,8,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,20930
Ford,F-350 Platinum,2022,38383,Diesel,475,6.7,8,Automatic,Outra,Black,None reported,Yes,90772
Outra,Q60 3.0t Red Sport 400,2018,61155,Gasoline,400,3.0,6,Automatic,Outra,Outra,None reported,Yes,29120
Mercedes-Benz,E-Class E 350,2014,86100,Gasoline,302,3.5,6,Automatic,Black,Outra,None reported,Yes,22295
Mercedes-Benz,GLE 350 Base 4MATIC,2020,38798,Gasoline,255,2.0,4,Automatic,Black,Black,None reported,Yes,50960
Outra,C40 Recharge Pure Electric Twin Ultimate,2023,27359,Outro,402,,,Automatic,Outra,Outra,None reported,Yes,49959
Outra,CX-30 2.5 S Select Package,2022,6444,Gasoline,186,2.5,4,Automatic,Black,Black,None reported,Yes,23205
Outra,Sequoia Platinum,2011,279150,E85 Flex Fuel,381,5.7,8,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,14560
Ford,Explorer XLT,2017,259104,Gasoline,290,3.5,6,Automatic,Outra,Black,None reported,Yes,15925
Outra,Boxster Base,1999,115873,Gasoline,201,2.5,6,Manual,Outra,Outra,None reported,Yes,11148
Outra,Camry Hybrid LE,2022,22608,Hybrid,,2.5,,Automatic,Black,Black,None reported,No,27299
Outra,Rover Range Rover Sport HSE,2019,104638,Gasoline,340,3.0,6,Automatic,Black,beige,None reported,Yes,36855
Outra,Romeo Giulia Quadrifoglio,2018,46098,Gasoline,505,2.9,6,Automatic,Black,Black,None reported,No,37765
Mercedes-Benz,GLS 550 Base 4MATIC,2017,142353,Gasoline,449,4.7,8,Automatic,white,beige,None reported,Yes,36399
BMW,X6 xDrive40i,2021,117326,Hybrid,,,,Outras,Outra,Black,At least 1 accident or damage reported,No,49138
Outra,Palisade SEL,2021,109516,Gasoline,291,3.8,6,Automatic,Black,Black,None reported,Yes,26936
BMW,M440 i,2021,22048,Hybrid,382,3.0,6,Automatic,Black,beige,None reported,No,54600
Outra,Challenger SRT 392,2016,60672,Outro,,,,Automatic,Black,Black,At least 1 accident or damage reported,Yes,34580
Ford,Utility Police Interceptor Base,2013,168981,E85 Flex Fuel,300,3.7,6,Automatic,white,Black,At least 1 accident or damage reported,Yes,6006
Ford,F-150 Platinum,2015,136794,Gasoline,365,3.5,6,Automatic,white,Black,None reported,Yes,28210
Outra,RX 450h Base,2010,271049,Hybrid,245,3.5,6,Automatic,Black,beige,At least 1 accident or damage reported,Yes,9919
Outra,Romeo Giulia Quadrifoglio,2022,3164,Gasoline,,2.9,6,Automatic,Outra,Black,None reported,No,69069
Outra,FJ Cruiser Base,2007,260714,Gasoline,239,4.0,6,Automatic,Black,Black,None reported,Yes,21819
Outra,Santa Fe Sport 2.0L Turbo,2018,73708,Gasoline,240,2.0,4,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,19019
Chevrolet,Corvette ZR-1,2009,28968,Gasoline,638,6.2,8,Manual,Outra,Black,None reported,Yes,70980
BMW,330e iPerformance,2017,84491,Plug-In Hybrid,247,2.0,4,DCT,Outra,Black,At least 1 accident or damage reported,Yes,22704
Outra,Durango GT,2017,56078,Gasoline,295,3.6,6,Automatic,white,Black,At least 1 accident or damage reported,Yes,27300
Outra,CT6-V 4.2L Blackwing Twin Turbo,2019,12994,Gasoline,,4.2,8,Automatic,Outra,Outra,None reported,No,69797
Mercedes-Benz,EQS 450+ Base,2022,26133,Outro,329,,,Automatic,white,beige,None reported,Yes,56856
Outra,Hardtop Cooper S,2016,69319,Gasoline,,2.0,,Automatic,Outra,Outra,None reported,No,16379
Outra,Rover Range Rover Velar R-Dynamic SE,2019,122144,Gasoline,,,,Automatic,Black,Black,None reported,No,32758
BMW,X4 M40i,2023,13679,Hybrid,382,3.0,6,DCT,Outra,beige,None reported,Yes,61789
Outra,Corolla Hybrid LE,2022,71550,Hybrid,121,1.8,4,Automatic,Outra,Outra,None reported,Yes,20880
Chevrolet,Malibu 1LT,2009,223699,Gasoline,169,2.4,4,Automatic,white,Black,None reported,Yes,3822
Outra,Escalade Platinum,2019,148060,Gasoline,420,6.2,8,Automatic,Black,Black,None reported,Yes,47229
Outra,Ram 1500 Laramie,2004,227254,Gasoline,345,5.7,8,Automatic,Black,Black,None reported,Yes,5187
Mercedes-Benz,E-Class E 350,2021,117218,Gasoline,255,2.0,4,Automatic,white,beige,None reported,Yes,37310
Outra,MDX Touring,2003,265542,Gasoline,260,3.5,6,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,3640
Outra,Rover Range Rover Sport HSE,2019,67592,Gasoline,340,3.0,6,DCT,white,Black,None reported,Yes,44581
Chevrolet,Corvette Stingray w/2LT,2022,12714,Gasoline,490,6.2,8,Automatic,white,Outra,None reported,Yes,84175
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,280026,Gasoline,335,4.6,8,Automatic,Black,Black,At least 1 accident or damage reported,Yes,10919
Outra,TT 2.0T,2018,68639,Gasoline,220,2.0,4,DCT,Outra,Black,None reported,Yes,29111
Chevrolet,Corvette Grand Sport,2013,24945,Gasoline,430,6.2,8,DCT,white,Outra,None reported,Yes,40950
BMW,X5 xDrive35i,2013,112252,Gasoline,300,3.0,6,Automatic,white,Outra,At least 1 accident or damage reported,Yes,14559
Outra,LS 460 L,2007,205964,Gasoline,380,4.6,8,Automatic,Outra,beige,None reported,Yes,9099
Outra,Acadia SLT-2,2013,185075,Gasoline,288,3.6,6,Automatic,white,Outra,None reported,Yes,12740
Outra,Model X 75D,2016,83686,Outro,518,,,Automatic,Black,beige,None reported,Yes,47320
Outra,Yukon Denali,2016,173407,Gasoline,420,6.2,8,Automatic,Black,Black,None reported,Yes,32305
Outra,LS 460 Base,2012,321869,Gasoline,380,4.6,8,DCT,white,beige,At least 1 accident or damage reported,Yes,9095
Outra,1500 Big Horn,2021,79796,Gasoline,,5.7,8,Automatic,Outra,Black,None reported,No,38963
Outra,Grand Cherokee Summit,2020,50451,Gasoline,,5.7,8,Automatic,Outra,Black,None reported,No,35823
Outra,LX 570 Base,2016,54162,Gasoline,383,5.7,8,Automatic,white,Outra,None reported,Yes,57239
Outra,Yukon Denali,2021,48316,Gasoline,420,6.2,8,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,67795
BMW,M4 Base,2020,50453,Gasoline,425,3.0,6,DCT,Outra,Outra,None reported,Yes,56830
Ford,E350 Super Duty XLT,2012,262323,E85 Flex Fuel,255,5.4,8,Automatic,white,Outra,None reported,Yes,17790
Outra,C30 T5 Premier Plus,2013,117482,Gasoline,227,2.5,5,Automatic,Outra,Black,None reported,Yes,12649
Outra,Highlander Hybrid Limited Platinum,2017,54797,Hybrid,,3.5,6,Automatic,Outra,Outra,None reported,No,34579
Outra,Gallardo SE,2006,31382,Gasoline,493,5.0,10,Automatic,Outra,Outra,None reported,Yes,117390
Outra,Yukon SLT,2015,229801,Gasoline,355,5.3,8,Automatic,white,Outra,None reported,Yes,20929
Outra,Enclave Premium,2020,140906,Gasoline,,3.6,6,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,28802
BMW,540 i,2017,158520,Gasoline,335,3.0,6,Automatic,Black,Black,None reported,Yes,22295
Outra,Tundra SR,2018,119091,E85 Flex Fuel,381,5.7,8,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,34580
BMW,X6 M Base,2017,40234,Gasoline,567,4.4,8,DCT,white,Outra,At least 1 accident or damage reported,Yes,59150
Ford,Mustang GT,2008,103803,Gasoline,300,4.6,8,Manual,Black,Outra,At least 1 accident or damage reported,Yes,14560
Outra,Wrangler Sport,2010,140415,Gasoline,202,3.8,6,Manual,Outra,Black,None reported,Yes,16835
Mercedes-Benz,AMG C 63 Base,2020,53990,Gasoline,469,4.0,8,Automatic,Outra,Black,None reported,Yes,52779
Outra,Yukon SLT,2015,152083,Gasoline,355,5.3,8,Automatic,white,beige,At least 1 accident or damage reported,Yes,27300
Outra,e-tron Premium,2021,29018,Outro,,,,Automatic,Outra,Black,None reported,No,36035
Mercedes-Benz,C-Class C 300 Luxury,2015,164153,Gasoline,241,2.0,4,Automatic,Black,Black,None reported,Yes,15470
Outra,Rover Range Rover Sport Supercharged HSE,2016,80144,Gasoline,340,3.0,6,Automatic,Outra,Outra,None reported,Yes,34125
Chevrolet,Corvette Stingray w/3LT,2023,6759,Gasoline,490,6.2,8,Automatic,white,Black,None reported,Yes,89180
Ford,Transit Connect XLT,2015,180247,Gasoline,169,2.5,4,Automatic,white,Black,At least 1 accident or damage reported,Yes,13195
