Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur
Outra,LX 570 Three-Row,2018,80467,Gasoline,383.0,5.7,8.0,Automatic,white,Black,None reported,Yes,59150
Outra,Cayman S,2007,9424,Gasoline,295.0,3.4,6.0,Manual,Black,Black,None reported,Yes,40950
Outra,300 Touring,2020,37260,Gasoline,292.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,25708
Outra,Frontier SV,2012,105814,Gasoline,261.0,4.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,14555
BMW,M5 Base,2000,212755,Gasoline,400.0,5.0,8.0,Manual,Outra,Black,None reported,Yes,24479
Outra,Liberty Sport,2003,165762,Gasoline,210.0,3.7,6.0,Automatic,Black,Outra,None reported,Yes,4732
Outra,Escalade Premium,2013,182492,E85 Flex Fuel,403.0,6.2,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,17108
Mercedes-Benz,M-Class ML 350 4MATIC,2014,120818,E85 Flex Fuel,302.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,19565
Outra,CTS 2.0L Turbo Luxury,2019,57238,Gasoline,265.0,2.0,4.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,23660
Mercedes-Benz,GLK-Class GLK 350,2013,159647,Gasoline,302.0,3.5,6.0,Automatic,Outra,Black,None reported,No,10460
Outra,Rover Range Rover Evoque Base,2012,148188,Gasoline,240.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,13195
BMW,ALPINA B7 xDrive,2013,217261,Gasoline,445.0,4.4,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12740
Outra,Yukon XL AT4,2023,16061,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,74620
Outra,Firebird Trans Am,2001,114984,Gasoline,200.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,9555
Outra,Mazda6 Grand Touring Reserve,2019,67588,Gasoline,227.0,2.5,4.0,Automatic,Black,Black,None reported,Yes,22745
Outra,RAV4 Hybrid XLE,2019,86905,Hybrid,219.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,30030
Outra,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,58953,Gasoline,518.0,5.0,8.0,Automatic,Outra,Outra,None reported,No,66036
Chevrolet,Express 3500 Base,2008,231746,Gasoline,323.0,6.0,8.0,Automatic,white,Outra,None reported,Yes,20020
Outra,A7 3.0T Prestige,2013,140119,Gasoline,310.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,19109
BMW,X6 xDrive40i,2022,20921,Hybrid,335.0,3.0,6.0,DCT,Outra,Outra,None reported,Yes,62790
Outra,2500 Big Horn,2016,144036,Gasoline,410.0,6.4,8.0,Automatic,Black,Outra,None reported,Yes,31850
Outra,Wrangler Unlimited Sahara,2019,91733,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,36309
Outra,QX30 Premium,2017,60994,Gasoline,208.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,20020
Outra,Cooper S Base,2012,106217,Gasoline,181.0,1.6,4.0,Automatic,white,Black,None reported,Yes,10009
Mercedes-Benz,E-Class E 550,2014,129683,Gasoline,402.0,4.7,8.0,DCT,Outra,beige,None reported,Yes,23660
Outra,Wrangler Unlimited Rubicon,2017,32464,Gasoline,285.0,3.6,6.0,DCT,Outra,Black,None reported,Yes,43225
Outra,XC60 3.2,2012,164153,Gasoline,240.0,3.2,6.0,Automatic,Outra,beige,None reported,Yes,9828
Outra,Maxima SV,2012,68009,Gasoline,290.0,3.5,6.0,CVT,Black,Black,At least 1 accident or damage reported,Yes,15470
Chevrolet,Camaro Base,2001,104247,Gasoline,200.0,3.8,6.0,Automatic,Black,Outra,None reported,Yes,6825
BMW,M4 Base,2020,45062,Gasoline,425.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,54509
Outra,Renegade Trailhawk,2017,126683,Gasoline,180.0,2.4,4.0,Automatic,Black,Black,None reported,Yes,15925
Outra,NX 200t Base,2016,134219,Gasoline,235.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,20470
Outra,Rover Range Rover 5.0L Supercharged,2017,163831,Gasoline,510.0,5.0,8.0,Automatic,Outra,Black,None reported,Yes,33215
Mercedes-Benz,C-Class C 300 4MATIC,2016,145145,Gasoline,241.0,2.0,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,16375
Outra,S5 3.0 Premium Plus,2012,98894,Gasoline,333.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,17745
Outra,Yukon XL SLT,2016,295385,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,20020
Outra,Rover Defender SE,2023,13552,Hybrid,395.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,81900
Outra,Rover Range Rover Evoque SE,2016,138729,Gasoline,240.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,17062
Outra,XJ8 L,2006,125608,Gasoline,300.0,4.2,8.0,Automatic,white,beige,None reported,Yes,12722
Outra,ES 300h Base,2018,162331,Hybrid,200.0,2.5,4.0,CVT,white,beige,At least 1 accident or damage reported,Yes,21294
Outra,911 Carrera 4S Cabriolet,2009,41038,Gasoline,385.0,3.8,6.0,Manual,Black,Black,None reported,Yes,72795
Outra,Genesis Coupe 3.8 R-Spec,2014,83782,Gasoline,348.0,3.8,6.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,13650
Outra,Macan S,2018,65903,Gasoline,340.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,36172
Outra,A6 3.0 TDI Premium Plus,2014,68236,Diesel,240.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,24115
Chevrolet,Camaro Base,2002,143232,Gasoline,200.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,9464
Outra,Avalon Hybrid XLE Premium,2015,259104,Hybrid,200.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,10465
Outra,3500 Tradesman,2023,4812,Diesel,400.0,6.7,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,63609
Ford,Flex Limited,2009,260714,Gasoline,262.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,6825
BMW,X1 xDrive 28i,2017,79984,Gasoline,228.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,23660
Outra,G90 5.0 Ultimate,2017,102193,Gasoline,420.0,5.0,8.0,DCT,Outra,Black,None reported,Yes,25025
Outra,Rover Range Rover Sport HSE,2011,168981,Gasoline,375.0,5.0,8.0,Automatic,Black,Black,None reported,Yes,9100
Outra,Rover Range Rover Sport Supercharged,2011,64374,Gasoline,510.0,5.0,8.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,18200
Outra,Grand Cherokee Laredo,2011,189903,Gasoline,360.0,5.7,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,11375
Ford,Explorer ST,2022,16898,Gasoline,400.0,3.0,6.0,DCT,Black,Black,None reported,No,45500
Outra,2500 Big Horn,2019,156106,Diesel,370.0,6.7,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,40950
Outra,Equus Signature,2016,115873,Gasoline,429.0,5.0,8.0,Automatic,white,beige,None reported,Yes,19474
Outra,Cayman R,2012,86905,Gasoline,330.0,3.4,6.0,Automatic,Black,Outra,None reported,Yes,68250
Outra,MKZ Base,2015,188763,Gasoline,240.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,10920
Mercedes-Benz,S-Class S 560 4MATIC,2018,101646,Gasoline,463.0,4.0,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,42770
Outra,Versa 1.6 SL,2015,138030,Gasoline,109.0,1.6,4.0,CVT,white,Black,At least 1 accident or damage reported,Yes,7508
Ford,Edge Sport,2011,212433,Gasoline,305.0,3.7,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,10009
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,271979,Diesel,360.0,6.6,8.0,Automatic,white,Outra,None reported,Yes,17745
Chevrolet,Cruze LS,2011,218232,Gasoline,136.0,1.8,4.0,Automatic,Outra,Black,None reported,Yes,6370
Outra,Wrangler Sahara,2011,88514,Gasoline,202.0,3.8,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,31850
Outra,2500 SLT,2018,109218,Gasoline,410.0,6.4,8.0,Automatic,white,Outra,None reported,Yes,33215
Outra,Continental GT Base,2007,116140,Gasoline,552.0,6.0,12.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,32755
Outra,Tundra SR,2018,82077,Gasoline,381.0,5.7,8.0,Automatic,Black,Outra,None reported,Yes,34580
Outra,Genesis Coupe 3.8 Grand Touring,2013,96561,Gasoline,344.0,3.8,6.0,Automatic,white,Outra,None reported,Yes,15015
Ford,Explorer Eddie Bauer,2010,232067,Gasoline,210.0,4.0,6.0,Automatic,Black,beige,None reported,Yes,9099
Ford,Excursion Limited,2001,175993,Gasoline,310.0,6.8,10.0,Automatic,Outra,beige,None reported,Yes,11602
Outra,Sky Base,2008,24172,Gasoline,173.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,16835
Outra,Sierra 1500 SLT,2021,37659,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,47320
Ford,F-250 Platinum,2022,10622,Gasoline,430.0,7.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,66339
Ford,Explorer XLT,2020,27359,Gasoline,300.0,2.3,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,19110
Outra,ILX Premium Package,2018,51917,Gasoline,201.0,2.4,4.0,Automatic,Black,Black,None reported,Yes,19109
Outra,IS 300 Base,2018,25750,Gasoline,260.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,27755
Outra,9-3 Aero,2009,170590,Gasoline,280.0,2.8,6.0,Automatic,Outra,Black,None reported,Yes,11784
Mercedes-Benz,CLK-Class CLK 350,2009,125408,Gasoline,268.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,15015
Outra,Countryman Cooper S ALL4,2018,19908,Gasoline,189.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,26299
Chevrolet,Corvette Base,2007,45889,Gasoline,400.0,6.0,8.0,DCT,Outra,Outra,None reported,Yes,29120
Outra,2500 SLT,2014,135990,Gasoline,410.0,6.4,8.0,Automatic,Black,Outra,None reported,Yes,30940
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,253319,Gasoline,248.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,9782
BMW,M550 i xDrive,2019,12199,Gasoline,456.0,4.4,8.0,DCT,Black,Black,None reported,Yes,46865
Outra,S4 3.0 Prestige,2012,158359,Gasoline,333.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,16380
Outra,Sierra 1500 SLT,2016,136794,Gasoline,355.0,5.3,8.0,Automatic,white,Black,None reported,Yes,29802
Outra,S5 3.0T Prestige,2013,60350,Gasoline,333.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,23660
Outra,S3 2.0T Premium Plus,2017,135185,Gasoline,292.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,28210
Outra,Tundra 1794,2020,108470,Gasoline,381.0,5.7,8.0,Automatic,Black,Outra,None reported,Yes,43225
Outra,G37 Sport,2008,102187,Gasoline,330.0,3.7,6.0,Manual,Black,Black,None reported,Yes,13650
Outra,Jetta GLI,2014,160128,Gasoline,210.0,2.0,4.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,13650
Outra,Rover Range Rover 5.0L Supercharged,2016,102998,Gasoline,510.0,5.0,8.0,DCT,white,Outra,None reported,Yes,33665
Chevrolet,Corvette Stingray w/2LT,2022,3235,Gasoline,490.0,6.2,8.0,DCT,Outra,Outra,None reported,Yes,80990
Outra,Highlander Limited,2008,266379,Gasoline,270.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,8190
Outra,A6 3.0T Prestige,2014,144036,Gasoline,310.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,16380
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,53913,Gasoline,385.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,41651
Ford,Mustang GT Premium,2014,59642,Gasoline,420.0,5.0,8.0,Manual,Black,Black,None reported,Yes,25935
Ford,Mustang GT,2011,214854,Gasoline,412.0,5.0,8.0,Manual,Black,Black,None reported,Yes,21385
Ford,Bronco Badlands,2021,52202,Gasoline,315.0,2.7,6.0,Automatic,Outra,Black,None reported,Yes,46410
Outra,Odyssey EX-L,2007,273588,Gasoline,244.0,3.5,6.0,Automatic,Black,beige,None reported,Yes,7007
Outra,Eclipse Spyder GS,2001,145485,Gasoline,140.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,4090
Outra,Genesis Coupe 2.0T,2010,104607,Gasoline,210.0,2.0,4.0,Automatic,Outra,Black,None reported,No,8099
Ford,Transit-350 Base,2023,314,Gasoline,310.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,79625
BMW,M3 Base,2011,168981,Gasoline,414.0,4.0,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,19929
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,74194,Gasoline,429.0,4.7,8.0,Automatic,Black,beige,None reported,Yes,32123
Mercedes-Benz,CLA-Class CLA 250,2014,134082,Gasoline,208.0,2.0,4.0,Automatic,white,Outra,None reported,Yes,13650
Outra,Rover Range Rover Sport SE MHEV,2021,24140,Hybrid,355.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,62790
Outra,GT-R Premium,2010,25106,Gasoline,485.0,3.8,6.0,DCT,white,Black,None reported,Yes,63245
Chevrolet,Silverado 1500 LT,2019,85992,Gasoline,355.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,33624
Outra,Gladiator Willys,2022,13518,Gasoline,285.0,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,42770
Outra,Challenger SRT8,2010,112654,Gasoline,425.0,6.1,8.0,Manual,Outra,Black,None reported,Yes,20020
Chevrolet,Suburban Premier,2019,72099,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,47775
Ford,F-150 Limited,2019,68764,Gasoline,450.0,3.5,6.0,DCT,Black,Outra,None reported,Yes,41814
Outra,XTS Luxury,2016,180247,Gasoline,304.0,3.6,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,13285
Outra,911 Carrera Cabriolet,2001,77063,Gasoline,300.0,3.4,6.0,Manual,Outra,Black,None reported,No,29115
Chevrolet,Corvette Stingray Z51,2019,11319,Gasoline,460.0,6.2,8.0,Automatic,white,Black,None reported,Yes,58149
BMW,M340 i xDrive,2021,56274,Hybrid,382.0,3.0,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,45499
Outra,Caliber Express,2010,165249,Gasoline,158.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,5460
Outra,Romeo Giulia Ti,2019,34440,Gasoline,280.0,2.0,4.0,Automatic,white,Black,None reported,Yes,25935
Outra,911 Carrera S,2013,83757,Gasoline,400.0,3.8,6.0,Manual,white,Outra,None reported,Yes,69615
BMW,X5 PHEV xDrive45e,2023,4987,Plug-In Hybrid,389.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,68245
Chevrolet,Camaro 1SS,2022,11265,Gasoline,455.0,6.2,8.0,Manual,Outra,Black,None reported,Yes,45500
Outra,BRZ Limited,2022,22531,Gasoline,228.0,2.4,4.0,Manual,white,Black,None reported,Yes,31849
BMW,750 i xDrive,2019,67441,Gasoline,445.0,4.4,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,41859
Outra,Boxster Base,2005,120701,Gasoline,240.0,2.7,6.0,Manual,Outra,Black,None reported,No,15925
BMW,640 i,2016,64503,Gasoline,315.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,25934
Chevrolet,Camaro 2SS,2017,21670,Gasoline,455.0,6.2,8.0,Automatic,white,Black,None reported,Yes,40859
Outra,1500 Sport,2012,182661,Gasoline,390.0,5.7,8.0,Automatic,Black,Black,None reported,Yes,16289
Ford,Focus SE,2018,54235,E85 Flex Fuel,160.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,10920
Ford,F-250 King Ranch,2020,58741,Diesel,475.0,6.7,8.0,Automatic,Outra,Outra,None reported,Yes,63609
Outra,TT RS 2.5T,2018,33273,Gasoline,400.0,2.5,5.0,DCT,Outra,Outra,None reported,Yes,69160
Outra,Macan Base,2018,140818,Gasoline,252.0,2.0,4.0,DCT,Outra,beige,None reported,Yes,25480
Outra,Ghibli S Q4,2014,122310,Gasoline,404.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,17290
Outra,Passat 2.5 SE,2012,257286,Gasoline,170.0,2.5,5.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,8872
Outra,DTS Luxury,2007,209215,Gasoline,275.0,4.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,3184
Outra,Titan SV,2023,9978,Gasoline,400.0,5.6,8.0,Automatic,Black,Outra,None reported,Yes,43680
Outra,RX 300 Base,2002,194731,Gasoline,220.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,5777
Mercedes-Benz,E-Class E 350 4MATIC,2008,147899,Gasoline,268.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,8099
Outra,S2000 Base,2002,177833,Gasoline,240.0,2.0,4.0,Manual,Outra,Outra,None reported,Yes,24570
Outra,ILX Premium Package,2019,60994,Gasoline,201.0,2.4,4.0,Automatic,white,Black,None reported,Yes,23660
Outra,1500 Big Horn,2021,114212,Gasoline,395.0,5.7,8.0,Automatic,Black,Black,None reported,Yes,30940
Outra,Sky Red Line,2008,151747,Gasoline,260.0,2.0,4.0,Automatic,white,Outra,None reported,Yes,13195
Outra,XC90 Hybrid T8 Inscription,2020,71595,Plug-In Hybrid,400.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,59150
Outra,A3 2.0T Premium,2019,45401,Gasoline,184.0,2.0,4.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,25025
Outra,Sequoia Limited,2017,107826,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Outra,Outra,None reported,Yes,34579
Outra,Highlander XLE,2018,98901,Gasoline,295.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,28210
Outra,Crosstrek 2.0i Limited,2018,120057,Gasoline,152.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,21840
Mercedes-Benz,SL-Class SL 550,2015,18104,Gasoline,429.0,4.7,8.0,Automatic,white,beige,None reported,Yes,49595
Outra,Civic LX,2015,82559,Gasoline,143.0,1.8,4.0,Manual,Black,Black,None reported,Yes,15925
Outra,Tundra Limited,2022,6371,Gasoline,389.0,3.4,6.0,Automatic,Outra,Outra,None reported,Yes,50050
BMW,X5 xDrive35i,2018,77249,Gasoline,300.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,29120
Outra,Sierra 1500 SLE Crew Cab,2006,269565,Gasoline,295.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,13195
Ford,F-250 Lariat,2017,205996,Diesel,440.0,6.7,8.0,Automatic,Outra,Black,None reported,Yes,45500
Outra,Q5 40 Premium,2022,23416,Hybrid,201.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,37765
Outra,G70 2.0T,2023,3413,Gasoline,252.0,2.0,4.0,Automatic,white,Outra,None reported,Yes,37082
Outra,WRX Base,2015,164153,Gasoline,268.0,2.0,4.0,Manual,white,Black,At least 1 accident or damage reported,Yes,16380
Outra,ES 350 Base,2008,234964,Gasoline,272.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,8185
Outra,Q8 3.0T Prestige,2019,88353,Hybrid,335.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,44135
Outra,Rover Range Rover Velar P250 SE R-Dynamic,2018,105702,Gasoline,247.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,31759
Outra,300 S,2012,85295,Gasoline,292.0,3.6,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,12512
Outra,Nautilus Reserve,2021,31704,Gasoline,335.0,2.7,6.0,Automatic,white,beige,None reported,Yes,43680
Outra,Cayman S,2014,53250,Gasoline,325.0,3.4,6.0,Automatic,Black,Black,None reported,Yes,45272
Outra,Grand Cherokee Laredo,2013,171717,E85 Flex Fuel,290.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,12285
Outra,MDX Sport,2007,295242,Gasoline,300.0,3.7,6.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,7007
Outra,H3 Base,2007,247343,Gasoline,242.0,3.7,5.0,Automatic,Outra,Black,None reported,Yes,9095
Mercedes-Benz,GLS 450 Base 4MATIC,2017,74191,Gasoline,362.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,30030
Outra,Rogue Sport S,2021,38624,Gasoline,141.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,23205
Outra,A3 2.0T Tech Premium,2018,63730,Gasoline,220.0,2.0,4.0,DCT,white,Black,None reported,Yes,24569
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,20921,Hybrid,429.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,74165
Outra,Tundra SR5,2021,53841,Gasoline,381.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,40722
Ford,Transit-350 XLT,2021,77249,E85 Flex Fuel,275.0,3.5,6.0,Automatic,white,Outra,None reported,Yes,51870
Outra,allroad 2.7T,2005,246230,Gasoline,250.0,2.7,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,5915
BMW,X2 xDrive28i,2018,107327,Gasoline,228.0,2.0,4.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,22659
Ford,Explorer XLT,2013,239792,Gasoline,290.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,7144
Outra,500 Lounge,2013,137531,Gasoline,101.0,1.4,4.0,Automatic,white,beige,None reported,Yes,8190
Mercedes-Benz,SL-Class SL 63 AMG,2011,76283,Gasoline,518.0,6.3,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,37310
Outra,Optima LX,2011,161467,Gasoline,200.0,2.4,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,6279
Outra,RX 330 Base,2006,177430,Gasoline,230.0,3.3,6.0,Automatic,white,beige,None reported,Yes,10010
BMW,X6 xDrive35i,2009,148073,Gasoline,300.0,3.0,6.0,Automatic,white,Black,None reported,Yes,11375
Outra,RS Q8 4.0T,2020,67361,Gasoline,591.0,4.0,8.0,DCT,Outra,Black,None reported,Yes,83265
Outra,Rover Range Rover HSE SWB,2020,25750,Hybrid,395.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,68705
Outra,A5 2.0T Premium Plus,2012,123919,Gasoline,211.0,2.0,4.0,Automatic,white,Black,None reported,Yes,12558
Outra,Wrangler Unlimited Sport,2018,94147,Gasoline,285.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,31850
BMW,X7 xDrive40i,2020,72808,Gasoline,335.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,49595
Ford,Transit Connect XLT,2012,226032,Gasoline,136.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7735
Mercedes-Benz,GLC 300 Base,2020,68746,Gasoline,255.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,30485
Outra,Pathfinder S,2014,217261,Gasoline,260.0,3.5,6.0,Automatic,white,Outra,None reported,Yes,7735
BMW,M550 i xDrive,2018,24129,Gasoline,456.0,4.4,8.0,Automatic,Outra,Black,None reported,Yes,40859
BMW,Z4 sDrive28i,2015,92618,Gasoline,240.0,2.0,4.0,Manual,Black,Outra,None reported,Yes,27295
Outra,A7 Premium,2012,86905,Gasoline,310.0,3.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,33561
Outra,H3 Base,2006,189903,Gasoline,220.0,3.5,5.0,Automatic,Outra,Black,None reported,Yes,16289
Outra,Avalon Limited,2006,144820,Gasoline,268.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,8644
BMW,Z4 2.5i,2004,152083,Gasoline,184.0,2.5,6.0,Manual,Outra,Black,None reported,Yes,8190
Outra,TLX A-Spec,2020,52304,Gasoline,206.0,2.4,4.0,Automatic,white,Outra,None reported,Yes,29120
Outra,Corolla LE,2010,116433,Gasoline,132.0,1.8,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,9095
Ford,F-250 XLT,2016,151761,E85 Flex Fuel,385.0,6.2,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,26389
Outra,Wrangler Sahara,2013,180005,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,24115
Outra,Escalade Platinum Edition,2012,257896,E85 Flex Fuel,403.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,11739
Outra,Gladiator Rubicon,2022,43935,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,43225
BMW,M2 Base,2023,1867,Gasoline,453.0,3.0,6.0,Manual,Outra,Black,None reported,Yes,66976
Outra,SRX Luxury Collection,2012,140818,E85 Flex Fuel,308.0,3.6,6.0,Automatic,white,beige,None reported,Yes,10464
BMW,M4 Competition,2021,20117,Gasoline,503.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,81900
Outra,A6 2.0T Sport,2018,79904,Gasoline,252.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21612
BMW,128 i,2013,109233,Gasoline,230.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,16380
Outra,Yukon XL SLT,2017,76587,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,41405
Outra,300M Base,2004,72420,Gasoline,250.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,5460
BMW,M3 Base,2008,66060,Gasoline,414.0,4.0,8.0,DCT,Outra,beige,None reported,Yes,35026
Outra,Town Car Signature,2003,228873,Gasoline,239.0,4.6,8.0,Automatic,Outra,beige,None reported,Yes,4550
Mercedes-Benz,GL-Class GL 550,2011,128947,Gasoline,382.0,5.5,8.0,Automatic,Black,Black,None reported,Yes,15925
Chevrolet,Corvette Base,2010,37229,Gasoline,430.0,6.2,8.0,Manual,white,Black,None reported,Yes,31850
Outra,Terrain SLT-1,2015,122787,Gasoline,182.0,2.4,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,8645
Outra,Sierra 2500 SLE,2015,187022,E85 Flex Fuel,360.0,6.0,8.0,Outras,Black,beige,None reported,Yes,29029
BMW,M4 Base,2019,93020,Gasoline,425.0,3.0,6.0,DCT,Black,Outra,None reported,Yes,50959
Mercedes-Benz,GLA 250 Base 4MATIC,2018,91053,E85 Flex Fuel,208.0,2.0,4.0,Automatic,white,Black,None reported,Yes,19019
Outra,Legacy 2.5 i Premium,2010,286463,Gasoline,170.0,2.5,4.0,Automatic,Outra,Black,None reported,Yes,6916
Outra,LS 460 Crafted Line,2015,143473,Gasoline,360.0,4.6,8.0,Automatic,white,Black,None reported,Yes,29029
Outra,Civic Si,2012,76033,Gasoline,201.0,2.4,4.0,Manual,white,Black,None reported,Yes,17836
Outra,Yukon XL SLT,2016,149669,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27300
BMW,435 Gran Coupe i,2016,122325,Gasoline,300.0,3.0,6.0,Automatic,white,beige,None reported,Yes,22704
