Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto
Ford,Excursion Limited,2001,175993,Gasoline,310.0,6.8,10.0,Automatic,Outra,beige,None reported,Yes,11602,11653.72
Outra,Sky Base,2008,24172,Gasoline,173.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,16835,15582.57
Outra,Sierra 1500 SLT,2021,37659,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,47320,53604.93
Ford,F-250 Platinum,2022,10622,Gasoline,430.0,7.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,66339,66433.47
Ford,Explorer XLT,2020,27359,Gasoline,300.0,2.3,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,19110,26409.47
Outra,ILX Premium Package,2018,51917,Gasoline,201.0,2.4,4.0,Automatic,Black,Black,None reported,Yes,19109,20480.0
Outra,IS 300 Base,2018,25750,Gasoline,260.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,27755,29654.35
Outra,9-3 Aero,2009,170590,Gasoline,280.0,2.8,6.0,Automatic,Outra,Black,None reported,Yes,11784,11830.78
Mercedes-Benz,CLK-Class CLK 350,2009,125408,Gasoline,268.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,15015,14002.11
Outra,Countryman Cooper S ALL4,2018,19908,Gasoline,189.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,26299,26984.91
Chevrolet,Corvette Base,2007,45889,Gasoline,400.0,6.0,8.0,DCT,Outra,Outra,None reported,Yes,29120,28279.11
Outra,2500 SLT,2014,135990,Gasoline,410.0,6.4,8.0,Automatic,Black,Outra,None reported,Yes,30940,29596.68
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,253319,Gasoline,248.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,9782,10309.68
BMW,M550 i xDrive,2019,12199,Gasoline,456.0,4.4,8.0,DCT,Black,Black,None reported,Yes,46865,47172.96
Outra,S4 3.0 Prestige,2012,158359,Gasoline,333.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,16380,17689.51
Outra,Sierra 1500 SLT,2016,136794,Gasoline,355.0,5.3,8.0,Automatic,white,Black,None reported,Yes,29802,28846.12
Outra,S5 3.0T Prestige,2013,60350,Gasoline,333.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,23660,25017.01
Outra,S3 2.0T Premium Plus,2017,135185,Gasoline,292.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,28210,24905.92
Outra,Tundra 1794,2020,108470,Gasoline,381.0,5.7,8.0,Automatic,Black,Outra,None reported,Yes,43225,42485.3
Outra,G37 Sport,2008,102187,Gasoline,330.0,3.7,6.0,Manual,Black,Black,None reported,Yes,13650,15836.48
Outra,Jetta GLI,2014,160128,Gasoline,210.0,2.0,4.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,13650,13459.91
Outra,Rover Range Rover 5.0L Supercharged,2016,102998,Gasoline,510.0,5.0,8.0,DCT,white,Outra,None reported,Yes,33665,35841.54
Chevrolet,Corvette Stingray w/2LT,2022,3235,Gasoline,490.0,6.2,8.0,DCT,Outra,Outra,None reported,Yes,80990,78570.25
Outra,Highlander Limited,2008,266379,Gasoline,270.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,8190,7922.74
Outra,A6 3.0T Prestige,2014,144036,Gasoline,310.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,16380,17599.62
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,53913,Gasoline,385.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,41651,42070.94
Ford,Mustang GT Premium,2014,59642,Gasoline,420.0,5.0,8.0,Manual,Black,Black,None reported,Yes,25935,28228.24
Ford,Mustang GT,2011,214854,Gasoline,412.0,5.0,8.0,Manual,Black,Black,None reported,Yes,21385,19332.02
Ford,Bronco Badlands,2021,52202,Gasoline,315.0,2.7,6.0,Automatic,Outra,Black,None reported,Yes,46410,46942.13
Outra,Odyssey EX-L,2007,273588,Gasoline,244.0,3.5,6.0,Automatic,Black,beige,None reported,Yes,7007,7040.44
Outra,Eclipse Spyder GS,2001,145485,Gasoline,140.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,4090,5540.1
Outra,Genesis Coupe 2.0T,2010,104607,Gasoline,210.0,2.0,4.0,Automatic,Outra,Black,None reported,No,8099,9458.46
Ford,Transit-350 Base,2023,314,Gasoline,310.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,79625,69531.23
BMW,M3 Base,2011,168981,Gasoline,414.0,4.0,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,19929,20533.61
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,74194,Gasoline,429.0,4.7,8.0,Automatic,Black,beige,None reported,Yes,32123,33999.7
Mercedes-Benz,CLA-Class CLA 250,2014,134082,Gasoline,208.0,2.0,4.0,Automatic,white,Outra,None reported,Yes,13650,13689.11
Outra,Rover Range Rover Sport SE MHEV,2021,24140,Hybrid,355.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,62790,61411.22
Outra,GT-R Premium,2010,25106,Gasoline,485.0,3.8,6.0,DCT,white,Black,None reported,Yes,63245,60853.31
Chevrolet,Silverado 1500 LT,2019,85992,Gasoline,355.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,33624,34137.74
Outra,Gladiator Willys,2022,13518,Gasoline,285.0,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,42770,42817.32
Outra,Challenger SRT8,2010,112654,Gasoline,425.0,6.1,8.0,Manual,Outra,Black,None reported,Yes,20020,21352.62
Chevrolet,Suburban Premier,2019,72099,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,47775,45953.99
Ford,F-150 Limited,2019,68764,Gasoline,450.0,3.5,6.0,DCT,Black,Outra,None reported,Yes,41814,44110.93
Outra,XTS Luxury,2016,180247,Gasoline,304.0,3.6,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,13285,16163.97
Outra,911 Carrera Cabriolet,2001,77063,Gasoline,300.0,3.4,6.0,Manual,Outra,Black,None reported,No,29115,25226.25
Chevrolet,Corvette Stingray Z51,2019,11319,Gasoline,460.0,6.2,8.0,Automatic,white,Black,None reported,Yes,58149,53835.11
BMW,M340 i xDrive,2021,56274,Hybrid,382.0,3.0,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,45499,46160.34
Outra,Caliber Express,2010,165249,Gasoline,158.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,5460,6290.62
Outra,Romeo Giulia Ti,2019,34440,Gasoline,280.0,2.0,4.0,Automatic,white,Black,None reported,Yes,25935,28101.83
Outra,911 Carrera S,2013,83757,Gasoline,400.0,3.8,6.0,Manual,white,Outra,None reported,Yes,69615,63066.45
BMW,X5 PHEV xDrive45e,2023,4987,Plug-In Hybrid,389.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,68245,68728.98
Chevrolet,Camaro 1SS,2022,11265,Gasoline,455.0,6.2,8.0,Manual,Outra,Black,None reported,Yes,45500,45003.95
Outra,BRZ Limited,2022,22531,Gasoline,228.0,2.4,4.0,Manual,white,Black,None reported,Yes,31849,31421.72
BMW,750 i xDrive,2019,67441,Gasoline,445.0,4.4,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,41859,41693.56
Outra,Boxster Base,2005,120701,Gasoline,240.0,2.7,6.0,Manual,Outra,Black,None reported,No,15925,17498.63
BMW,640 i,2016,64503,Gasoline,315.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,25934,29151.17
Chevrolet,Camaro 2SS,2017,21670,Gasoline,455.0,6.2,8.0,Automatic,white,Black,None reported,Yes,40859,43238.19
Outra,1500 Sport,2012,182661,Gasoline,390.0,5.7,8.0,Automatic,Black,Black,None reported,Yes,16289,15135.87
Ford,Focus SE,2018,54235,E85 Flex Fuel,160.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,10920,14358.17
Ford,F-250 King Ranch,2020,58741,Diesel,475.0,6.7,8.0,Automatic,Outra,Outra,None reported,Yes,63609,62601.47
Outra,TT RS 2.5T,2018,33273,Gasoline,400.0,2.5,5.0,DCT,Outra,Outra,None reported,Yes,69160,60404.24
Outra,Macan Base,2018,140818,Gasoline,252.0,2.0,4.0,DCT,Outra,beige,None reported,Yes,25480,25812.4
Outra,Ghibli S Q4,2014,122310,Gasoline,404.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,17290,20027.36
Outra,Passat 2.5 SE,2012,257286,Gasoline,170.0,2.5,5.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,8872,8014.86
Outra,DTS Luxury,2007,209215,Gasoline,275.0,4.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,3184,5671.93
Outra,Titan SV,2023,9978,Gasoline,400.0,5.6,8.0,Automatic,Black,Outra,None reported,Yes,43680,48909.96
Outra,RX 300 Base,2002,194731,Gasoline,220.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,5777,6959.21
Mercedes-Benz,E-Class E 350 4MATIC,2008,147899,Gasoline,268.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,8099,9217.04
Outra,S2000 Base,2002,177833,Gasoline,240.0,2.0,4.0,Manual,Outra,Outra,None reported,Yes,24570,21600.13
Outra,ILX Premium Package,2019,60994,Gasoline,201.0,2.4,4.0,Automatic,white,Black,None reported,Yes,23660,23543.08
Outra,1500 Big Horn,2021,114212,Gasoline,395.0,5.7,8.0,Automatic,Black,Black,None reported,Yes,30940,34316.11
Outra,Sky Red Line,2008,151747,Gasoline,260.0,2.0,4.0,Automatic,white,Outra,None reported,Yes,13195,14273.76
Outra,XC90 Hybrid T8 Inscription,2020,71595,Plug-In Hybrid,400.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,59150,55367.12
Outra,A3 2.0T Premium,2019,45401,Gasoline,184.0,2.0,4.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,25025,25081.75
Outra,Sequoia Limited,2017,107826,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Outra,Outra,None reported,Yes,34579,36313.32
Outra,Highlander XLE,2018,98901,Gasoline,295.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,28210,28137.7
Outra,Crosstrek 2.0i Limited,2018,120057,Gasoline,152.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,21840,20480.58
Mercedes-Benz,SL-Class SL 550,2015,18104,Gasoline,429.0,4.7,8.0,Automatic,white,beige,None reported,Yes,49595,50886.16
Outra,Civic LX,2015,82559,Gasoline,143.0,1.8,4.0,Manual,Black,Black,None reported,Yes,15925,16818.73
Outra,Tundra Limited,2022,6371,Gasoline,389.0,3.4,6.0,Automatic,Outra,Outra,None reported,Yes,50050,52964.46
BMW,X5 xDrive35i,2018,77249,Gasoline,300.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,29120,28834.24
Outra,Sierra 1500 SLE Crew Cab,2006,269565,Gasoline,295.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,13195,11930.06
Ford,F-250 Lariat,2017,205996,Diesel,440.0,6.7,8.0,Automatic,Outra,Black,None reported,Yes,45500,41651.14
Outra,Q5 40 Premium,2022,23416,Hybrid,201.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,37765,35986.38
Outra,G70 2.0T,2023,3413,Gasoline,252.0,2.0,4.0,Automatic,white,Outra,None reported,Yes,37082,39544.91
Outra,WRX Base,2015,164153,Gasoline,268.0,2.0,4.0,Manual,white,Black,At least 1 accident or damage reported,Yes,16380,16622.86
Outra,ES 350 Base,2008,234964,Gasoline,272.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,8185,7734.29
Outra,Q8 3.0T Prestige,2019,88353,Hybrid,335.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,44135,41795.88
Outra,Rover Range Rover Velar P250 SE R-Dynamic,2018,105702,Gasoline,247.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,31759,29537.68
Outra,300 S,2012,85295,Gasoline,292.0,3.6,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,12512,17253.28
Outra,Nautilus Reserve,2021,31704,Gasoline,335.0,2.7,6.0,Automatic,white,beige,None reported,Yes,43680,46792.27
Outra,Cayman S,2014,53250,Gasoline,325.0,3.4,6.0,Automatic,Black,Black,None reported,Yes,45272,45329.11
Outra,Grand Cherokee Laredo,2013,171717,E85 Flex Fuel,290.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,12285,11941.88
Outra,MDX Sport,2007,295242,Gasoline,300.0,3.7,6.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,7007,7384.69
Outra,H3 Base,2007,247343,Gasoline,242.0,3.7,5.0,Automatic,Outra,Black,None reported,Yes,9095,8823.46
Mercedes-Benz,GLS 450 Base 4MATIC,2017,74191,Gasoline,362.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,30030,30633.65
Outra,Rogue Sport S,2021,38624,Gasoline,141.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,23205,23612.51
Outra,A3 2.0T Tech Premium,2018,63730,Gasoline,220.0,2.0,4.0,DCT,white,Black,None reported,Yes,24569,24490.98
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,20921,Hybrid,429.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,74165,68188.42
Outra,Tundra SR5,2021,53841,Gasoline,381.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,40722,44898.66
Ford,Transit-350 XLT,2021,77249,E85 Flex Fuel,275.0,3.5,6.0,Automatic,white,Outra,None reported,Yes,51870,45342.08
Outra,allroad 2.7T,2005,246230,Gasoline,250.0,2.7,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,5915,7238.51
BMW,X2 xDrive28i,2018,107327,Gasoline,228.0,2.0,4.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,22659,22089.99
Ford,Explorer XLT,2013,239792,Gasoline,290.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,7144,9159.01
Outra,500 Lounge,2013,137531,Gasoline,101.0,1.4,4.0,Automatic,white,beige,None reported,Yes,8190,9129.27
Mercedes-Benz,SL-Class SL 63 AMG,2011,76283,Gasoline,518.0,6.3,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,37310,40266.17
Outra,Optima LX,2011,161467,Gasoline,200.0,2.4,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,6279,7917.47
Outra,RX 330 Base,2006,177430,Gasoline,230.0,3.3,6.0,Automatic,white,beige,None reported,Yes,10010,9404.18
BMW,X6 xDrive35i,2009,148073,Gasoline,300.0,3.0,6.0,Automatic,white,Black,None reported,Yes,11375,11468.4
Outra,RS Q8 4.0T,2020,67361,Gasoline,591.0,4.0,8.0,DCT,Outra,Black,None reported,Yes,83265,73772.32
Outra,Rover Range Rover HSE SWB,2020,25750,Hybrid,395.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,68705,67005.11
Outra,A5 2.0T Premium Plus,2012,123919,Gasoline,211.0,2.0,4.0,Automatic,white,Black,None reported,Yes,12558,12515.61
Outra,Wrangler Unlimited Sport,2018,94147,Gasoline,285.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,31850,31002.93
BMW,X7 xDrive40i,2020,72808,Gasoline,335.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,49595,49642.59
Ford,Transit Connect XLT,2012,226032,Gasoline,136.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,7735,6844.53
Mercedes-Benz,GLC 300 Base,2020,68746,Gasoline,255.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,30485,33284.59
Outra,Pathfinder S,2014,217261,Gasoline,260.0,3.5,6.0,Automatic,white,Outra,None reported,Yes,7735,9593.87
BMW,M550 i xDrive,2018,24129,Gasoline,456.0,4.4,8.0,Automatic,Outra,Black,None reported,Yes,40859,43947.67
BMW,Z4 sDrive28i,2015,92618,Gasoline,240.0,2.0,4.0,Manual,Black,Outra,None reported,Yes,27295,25256.39
Outra,A7 Premium,2012,86905,Gasoline,310.0,3.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,33561,31766.79
Outra,H3 Base,2006,189903,Gasoline,220.0,3.5,5.0,Automatic,Outra,Black,None reported,Yes,16289,12555.47
Outra,Avalon Limited,2006,144820,Gasoline,268.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,8644,9088.7
BMW,Z4 2.5i,2004,152083,Gasoline,184.0,2.5,6.0,Manual,Outra,Black,None reported,Yes,8190,9496.52
Outra,TLX A-Spec,2020,52304,Gasoline,206.0,2.4,4.0,Automatic,white,Outra,None reported,Yes,29120,29204.87
Outra,Corolla LE,2010,116433,Gasoline,132.0,1.8,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,9095,8436.48
Ford,F-250 XLT,2016,151761,E85 Flex Fuel,385.0,6.2,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,26389,28262.56
Outra,Wrangler Sahara,2013,180005,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,24115,20616.02
Outra,Escalade Platinum Edition,2012,257896,E85 Flex Fuel,403.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,11739,13667.22
Outra,Gladiator Rubicon,2022,43935,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,43225,44344.28
BMW,M2 Base,2023,1867,Gasoline,453.0,3.0,6.0,Manual,Outra,Black,None reported,Yes,66976,64333.51
Outra,SRX Luxury Collection,2012,140818,E85 Flex Fuel,308.0,3.6,6.0,Automatic,white,beige,None reported,Yes,10464,11779.68
BMW,M4 Competition,2021,20117,Gasoline,503.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,81900,77385.36
Outra,A6 2.0T Sport,2018,79904,Gasoline,252.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21612,22709.92
BMW,128 i,2013,109233,Gasoline,230.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,16380,15850.28
Outra,Yukon XL SLT,2017,76587,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,41405,38723.85
Outra,300M Base,2004,72420,Gasoline,250.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,5460,10510.58
BMW,M3 Base,2008,66060,Gasoline,414.0,4.0,8.0,DCT,Outra,beige,None reported,Yes,35026,38301.47
Outra,Town Car Signature,2003,228873,Gasoline,239.0,4.6,8.0,Automatic,Outra,beige,None reported,Yes,4550,6382.76
Mercedes-Benz,GL-Class GL 550,2011,128947,Gasoline,382.0,5.5,8.0,Automatic,Black,Black,None reported,Yes,15925,17175.98
Chevrolet,Corvette Base,2010,37229,Gasoline,430.0,6.2,8.0,Manual,white,Black,None reported,Yes,31850,33677.52
Outra,Terrain SLT-1,2015,122787,Gasoline,182.0,2.4,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,8645,10473.97
Outra,Sierra 2500 SLE,2015,187022,E85 Flex Fuel,360.0,6.0,8.0,Outras,Black,beige,None reported,Yes,29029,28760.03
BMW,M4 Base,2019,93020,Gasoline,425.0,3.0,6.0,DCT,Black,Outra,None reported,Yes,50959,48569.95
Mercedes-Benz,GLA 250 Base 4MATIC,2018,91053,E85 Flex Fuel,208.0,2.0,4.0,Automatic,white,Black,None reported,Yes,19019,19877.28
Outra,Legacy 2.5 i Premium,2010,286463,Gasoline,170.0,2.5,4.0,Automatic,Outra,Black,None reported,Yes,6916,6240.3
Outra,LS 460 Crafted Line,2015,143473,Gasoline,360.0,4.6,8.0,Automatic,white,Black,None reported,Yes,29029,28424.0
Outra,Civic Si,2012,76033,Gasoline,201.0,2.4,4.0,Manual,white,Black,None reported,Yes,17836,18436.2
Outra,Yukon XL SLT,2016,149669,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27300,27337.63
BMW,435 Gran Coupe i,2016,122325,Gasoline,300.0,3.0,6.0,Automatic,white,beige,None reported,Yes,22704,22366.43
Outra,NX 200t Base,2015,86905,Gasoline,235.0,2.0,4.0,Automatic,white,Black,None reported,Yes,24570,22861.39
Outra,FJ Cruiser Base,2007,288073,Gasoline,239.0,4.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,16289,14454.03
Ford,Explorer Limited,2018,138404,Gasoline,290.0,3.5,6.0,DCT,Black,Black,None reported,Yes,24479,26651.39
Outra,S60 T5 Premier Plus,2015,62764,Gasoline,250.0,2.5,5.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,16289,19531.48
Ford,Transit-350 Base,2015,241402,Gasoline,310.0,3.5,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,15561,15936.06
Outra,F-PACE 35t Premium,2017,93439,Gasoline,340.0,3.0,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,23660,24650.94
Outra,MKX Reserve,2016,141622,Gasoline,335.0,2.7,6.0,DCT,Black,Black,None reported,Yes,16835,18528.57
BMW,M3 Base,2011,116319,Gasoline,414.0,4.0,8.0,DCT,Outra,Outra,None reported,Yes,31804,29723.84
Outra,XLR Base,2009,111725,Gasoline,320.0,4.6,8.0,Automatic,Outra,beige,None reported,Yes,33215,27731.76
Outra,RS 7 4.0T Performance Prestige,2017,106619,Gasoline,605.0,4.0,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,53872,51109.45
Outra,Martin V8 Vantage Base,2008,40274,Gasoline,380.0,4.3,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,35490,38702.0
Outra,Juke NISMO RS,2016,49407,Gasoline,215.0,1.6,4.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,19565,21556.63
Ford,Explorer XLT,2022,33278,Gasoline,300.0,2.3,4.0,Automatic,Outra,Black,None reported,Yes,41860,42667.99
Outra,Sierra 3500 Denali,2019,117629,Diesel,445.0,6.6,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,53235,51920.03
Ford,Mustang GT Premium,2019,50855,Gasoline,460.0,5.0,8.0,Manual,Outra,Outra,None reported,Yes,37310,37905.58
Outra,XC70 T6 Platinum,2012,111045,Gasoline,300.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,14469,15129.14
Outra,Firebird Trans Am,2001,147757,Gasoline,310.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,11694,12562.23
Outra,Equus Signature,2011,231581,Gasoline,378.0,4.6,8.0,Automatic,Outra,Outra,None reported,Yes,9054,9835.83
BMW,750 i,2015,113781,Gasoline,445.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,20930,24006.22
Outra,Q60 3.0t Red Sport 400,2018,61155,Gasoline,400.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,29120,33583.01
Mercedes-Benz,E-Class E 350,2014,86100,Gasoline,302.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,22295,21855.21
Mercedes-Benz,GLE 350 Base 4MATIC,2020,38798,Gasoline,255.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,50960,42997.63
Outra,CX-30 2.5 S Select Package,2022,6444,Gasoline,186.0,2.5,4.0,Automatic,Black,Black,None reported,Yes,23205,26909.96
Outra,Sequoia Platinum,2011,279150,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,14560,15631.01
Ford,Explorer XLT,2017,259104,Gasoline,290.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,15925,15051.17
Outra,Rover Range Rover Sport HSE,2019,104638,Gasoline,340.0,3.0,6.0,Automatic,Black,beige,None reported,Yes,36855,34676.4
Outra,Romeo Giulia Quadrifoglio,2018,46098,Gasoline,505.0,2.9,6.0,Automatic,Black,Black,None reported,No,37765,45392.82
Mercedes-Benz,GLS 550 Base 4MATIC,2017,142353,Gasoline,449.0,4.7,8.0,Automatic,white,beige,None reported,Yes,36399,37167.77
Outra,Palisade SEL,2021,109516,Gasoline,291.0,3.8,6.0,Automatic,Black,Black,None reported,Yes,26936,27170.01
BMW,M440 i,2021,22048,Hybrid,382.0,3.0,6.0,Automatic,Black,beige,None reported,No,54600,54070.35
Ford,Utility Police Interceptor Base,2013,168981,E85 Flex Fuel,300.0,3.7,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,6006,9857.41
Ford,F-150 Platinum,2015,136794,Gasoline,365.0,3.5,6.0,Automatic,white,Black,None reported,Yes,28210,25937.72
Outra,RX 450h Base,2010,271049,Hybrid,245.0,3.5,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,9919,8899.28
Outra,FJ Cruiser Base,2007,260714,Gasoline,239.0,4.0,6.0,Automatic,Black,Black,None reported,Yes,21819,17546.49
Outra,Santa Fe Sport 2.0L Turbo,2018,73708,Gasoline,240.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,19019,20909.66
BMW,330e iPerformance,2017,84491,Plug-In Hybrid,247.0,2.0,4.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,22704,22142.62
Outra,Durango GT,2017,56078,Gasoline,295.0,3.6,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,27300,26694.85
BMW,X4 M40i,2023,13679,Hybrid,382.0,3.0,6.0,DCT,Outra,beige,None reported,Yes,61789,62535.06
Outra,Corolla Hybrid LE,2022,71550,Hybrid,121.0,1.8,4.0,Automatic,Outra,Outra,None reported,Yes,20880,20465.9
Chevrolet,Malibu 1LT,2009,223699,Gasoline,169.0,2.4,4.0,Automatic,white,Black,None reported,Yes,3822,4926.65
Outra,Escalade Platinum,2019,148060,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,47229,45537.76
Outra,Ram 1500 Laramie,2004,227254,Gasoline,345.0,5.7,8.0,Automatic,Black,Black,None reported,Yes,5187,8361.87
Mercedes-Benz,E-Class E 350,2021,117218,Gasoline,255.0,2.0,4.0,Automatic,white,beige,None reported,Yes,37310,32616.21
Outra,MDX Touring,2003,265542,Gasoline,260.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,3640,5053.15
Outra,Rover Range Rover Sport HSE,2019,67592,Gasoline,340.0,3.0,6.0,DCT,white,Black,None reported,Yes,44581,44464.13
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,280026,Gasoline,335.0,4.6,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,10919,11155.69
Outra,TT 2.0T,2018,68639,Gasoline,220.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,29111,28566.75
Chevrolet,Corvette Grand Sport,2013,24945,Gasoline,430.0,6.2,8.0,DCT,white,Outra,None reported,Yes,40950,38845.34
BMW,X5 xDrive35i,2013,112252,Gasoline,300.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,14559,14942.45
Outra,LS 460 L,2007,205964,Gasoline,380.0,4.6,8.0,Automatic,Outra,beige,None reported,Yes,9099,9536.85
Outra,Acadia SLT-2,2013,185075,Gasoline,288.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,12740,11518.71
Outra,Yukon Denali,2016,173407,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,32305,32301.08
Outra,LX 570 Base,2016,54162,Gasoline,383.0,5.7,8.0,Automatic,white,Outra,None reported,Yes,57239,45444.01
